Annualized Excess Return %,Annualized Excess Volatility %,Tracking Error,Information Ratio,Alpha,Beta,Max Excess Drawdown,Group,Holding Yrs
8.968,-5.39,9.29,0.97,0.68,0.64,8.8511,Minerva India Under-served,2
10.328,-4.95,9.97,1.04,0.85,0.62,6.2687,Minerva India Under-served,2
11.985,-4.36,10.1,1.19,1.04,0.65,6.2687,Minerva India Under-served,2
14.219,-4.03,9.53,1.49,1.21,0.69,6.2687,Minerva India Under-served,2
13.265,-3.0,9.05,1.47,1.21,0.72,4.6486,Minerva India Under-served,2
13.183,-2.97,9.03,1.46,1.29,0.7,4.6487,Minerva India Under-served,2
12.193,-0.59,8.87,1.37,1.04,0.79,4.6487,Minerva India Under-served,2
13.413,-0.34,8.75,1.53,1.11,0.81,4.6487,Minerva India Under-served,2
10.788,-1.2,9.81,1.1,1.03,0.73,4.6487,Minerva India Under-served,2
12.779,-1.37,9.78,1.31,1.18,0.72,4.6487,Minerva India Under-served,2
13.104,0.219999999999999,9.69,1.35,1.17,0.83,4.6486,Minerva India Under-served,2
13.749,0.31,9.59,1.43,1.19,0.84,4.6486,Minerva India Under-served,2
10.592,0.779999999999999,9.95,1.06,0.98,0.85,4.6487,Minerva India Under-served,2
8.38,0.81,9.95,0.84,0.84,0.86,4.6487,Minerva India Under-served,2
10.68,1.21,10.06,1.06,0.96,0.86,4.6486,Minerva India Under-served,2
9.292,1.27,10.0,0.93,0.87,0.87,4.6487,Minerva India Under-served,2
6.471,1.16,10.28,0.63,0.72,0.84,4.6487,Minerva India Under-served,2
8.732,0.92,10.6,0.82,0.89,0.82,4.6486,Minerva India Under-served,2
9.46,-0.0800000000000001,10.44,0.91,1.04,0.77,5.8015,Minerva India Under-served,2
9.006,0.41,10.37,0.87,1.08,0.76,3.1827,Minerva India Under-served,2
11.81,0.0,11.2,1.05,1.35,0.7,3.1827,Minerva India Under-served,2
12.506,-0.0600000000000005,11.2,1.12,1.31,0.71,3.1827,Minerva India Under-served,2
9.957,0.0099999999999997,11.51,0.87,1.18,0.7,3.1827,Minerva India Under-served,2
9.863,0.0400000000000009,11.51,0.86,1.23,0.69,-0.2952,Minerva India Under-served,2
12.62,0.33,11.78,1.07,1.48,0.68,-0.523,Minerva India Under-served,2
8.08,1.02,10.8,0.75,0.94,0.8,0.877800000000001,Minerva India Under-served,2
8.407,0.56,10.89,0.77,1.0,0.76,1.2106,Minerva India Under-served,2
8.831,0.84,10.88,0.81,1.0,0.74,1.2106,Minerva India Under-served,2
10.738,1.11,11.58,0.93,1.16,0.72,1.2106,Minerva India Under-served,2
11.669,1.11,11.64,1.0,1.21,0.71,1.2106,Minerva India Under-served,2
13.703,0.25,11.32,1.21,1.36,0.69,6.9522,Minerva India Under-served,2
11.826,0.69,11.37,1.04,1.07,0.77,5.8359,Minerva India Under-served,2
15.407,1.21,10.42,1.48,1.24,0.87,5.8359,Minerva India Under-served,2
13.947,1.17,10.44,1.34,1.15,0.87,5.8359,Minerva India Under-served,2
11.573,0.289999999999999,10.31,1.12,1.03,0.78,5.8359,Minerva India Under-served,2
13.378,0.779999999999999,10.38,1.29,1.13,0.79,5.8359,Minerva India Under-served,2
14.318,0.129999999999999,10.22,1.4,1.23,0.76,5.8359,Minerva India Under-served,2
15.449,0.190000000000001,10.09,1.53,1.3,0.77,5.8359,Minerva India Under-served,2
14.334,0.0700000000000003,9.98,1.44,1.21,0.77,5.8359,Minerva India Under-served,2
15.356,0.229999999999999,9.96,1.54,1.27,0.78,5.8359,Minerva India Under-served,2
15.832,0.84,9.61,1.65,1.26,0.85,5.8359,Minerva India Under-served,2
13.764,0.970000000000001,9.39,1.47,1.11,0.87,5.8359,Minerva India Under-served,2
14.605,1.02,8.93,1.64,1.17,0.89,5.8359,Minerva India Under-served,2
12.985,0.73,9.17,1.42,1.05,0.87,5.8359,Minerva India Under-served,2
9.614,0.890000000000001,8.11,1.19,0.79,0.92,4.2552,Minerva India Under-served,2
9.443,1.02,8.08,1.17,0.78,0.92,4.2552,Minerva India Under-served,2
8.145,1.43,8.66,0.94,0.68,0.93,4.2552,Minerva India Under-served,2
7.406,1.51,8.75,0.85,0.63,0.93,4.2552,Minerva India Under-served,2
2.706,0.67,9.0,0.3,0.34,0.86,4.2552,Minerva India Under-served,2
2.223,0.859999999999999,9.0,0.25,0.34,0.86,-0.0594000000000001,Minerva India Under-served,2
-0.269,0.879999999999999,8.6,-0.03,0.13,0.88,-0.0594000000000001,Minerva India Under-served,2
-1.855,0.550000000000001,8.69,-0.21,0.06,0.86,-0.0594000000000001,Minerva India Under-served,2
-5.585,0.16,6.89,-0.81,-0.27,0.9,-0.362500000000001,Minerva India Under-served,2
-5.98,0.370000000000001,6.79,-0.88,-0.31,0.92,-0.362500000000001,Minerva India Under-served,2
-7.162,0.58,6.81,-1.05,-0.34,0.92,-0.5884,Minerva India Under-served,2
-6.106,0.18,6.92,-0.88,-0.13,0.86,-0.352600000000001,Minerva India Under-served,2
-5.473,-0.5,6.95,-0.79,-0.07,0.77,0.5145,Minerva India Under-served,2
-3.754,0.52,7.36,-0.51,-0.02,0.85,0.5145,Minerva India Under-served,2
-5.418,1.04,7.63,-0.71,-0.23,0.89,0.514399999999999,Minerva India Under-served,2
-7.1,0.559999999999999,7.17,-0.99,-0.38,0.87,0.514399999999999,Minerva India Under-served,2
-9.509,0.450000000000001,8.31,-1.14,-0.48,0.81,0.0623999999999993,Minerva India Under-served,2
-8.362,1.0,8.71,-0.96,-0.41,0.83,0.0623999999999993,Minerva India Under-served,2
-9.33,1.02,8.55,-1.09,-0.62,0.89,-2.4003,Minerva India Under-served,2
-5.974,0.699999999999999,10.45,-0.57,-0.31,0.79,1.16,Minerva India Under-served,2
-8.363,0.539999999999999,10.9,-0.77,-0.33,0.73,1.16,Minerva India Under-served,2
-9.866,0.690000000000001,10.92,-0.9,-0.42,0.74,1.16,Minerva India Under-served,2
-8.011,0.99,10.73,-0.75,-0.42,0.77,-0.5547,Minerva India Under-served,2
-9.378,1.43,11.09,-0.85,-0.58,0.77,-3.9624,Minerva India Under-served,2
-9.777,1.39,11.07,-0.88,-0.58,0.8,-3.9624,Minerva India Under-served,2
-11.073,1.28,11.04,-1.0,-0.72,0.79,-3.9624,Minerva India Under-served,2
-8.75,1.12,10.62,-0.82,-0.54,0.8,-3.9624,Minerva India Under-served,2
-10.086,1.5,10.85,-0.93,-0.68,0.82,-3.9624,Minerva India Under-served,2
-9.153,2.44,10.68,-0.86,-0.74,0.91,-11.2196,Minerva India Under-served,2
-9.143,2.45,10.68,-0.86,-0.73,0.91,-11.8156,Minerva India Under-served,2
-5.702,4.24,12.19,-0.47,-0.41,0.99,-11.8156,Minerva India Under-served,2
-8.252,4.53,13.1,-0.63,-0.62,0.95,-11.8156,Minerva India Under-served,2
-9.532,4.52,13.13,-0.73,-0.72,0.95,-11.8156,Minerva India Under-served,2
-10.074,4.25,13.02,-0.77,-0.79,0.92,-11.8156,Minerva India Under-served,2
-6.762,4.81,13.79,-0.49,-0.5,0.92,-11.8156,Minerva India Under-served,2
-7.788,4.96,13.72,-0.57,-0.61,0.95,-11.8156,Minerva India Under-served,2
-10.906,6.57,14.32,-0.76,-0.82,1.13,-14.8992,Minerva India Under-served,2
-11.695,6.4,14.2,-0.82,-0.9,1.13,-14.8993,Minerva India Under-served,2
-10.828,6.31,14.12,-0.77,-0.82,1.12,-13.9254,Minerva India Under-served,2
-9.145,7.33,14.8,-0.62,-0.63,1.16,-13.9254,Minerva India Under-served,2
-3.777,8.53,14.84,-0.25,-0.11,1.22,-13.9254,Minerva India Under-served,2
-2.627,8.89,15.27,-0.17,0.0,1.23,-13.9254,Minerva India Under-served,2
-2.422,8.99,15.26,-0.16,-0.06,1.24,-11.2084,Minerva India Under-served,2
-10.232,9.26,14.95,-0.68,-0.79,1.26,-11.2084,Minerva India Under-served,2
-7.999,9.2,14.64,-0.55,-0.65,1.26,-10.6636,Minerva India Under-served,2
-8.971,8.8,14.78,-0.61,-0.76,1.23,-9.7911,Minerva India Under-served,2
-5.909,8.81,15.37,-0.38,-0.51,1.22,-9.6069,Minerva India Under-served,2
-5.708,8.24,15.31,-0.37,-0.51,1.19,-9.6069,Minerva India Under-served,2
-5.386,8.33,15.31,-0.35,-0.45,1.2,-9.6069,Minerva India Under-served,2
-3.357,8.28,15.31,-0.22,-0.29,1.2,-9.0105,Minerva India Under-served,2
-2.083,8.42,15.39,-0.14,-0.24,1.2,-9.0105,Minerva India Under-served,2
6.64,9.05,17.02,0.39,0.37,1.19,-6.7687,Minerva India Under-served,2
22.607,11.44,22.27,1.02,1.4,1.17,-6.7687,Minerva India Under-served,2
28.089,11.73,22.47,1.25,1.61,1.18,-6.7687,Minerva India Under-served,2
21.568,11.4,22.22,0.97,1.26,1.17,-6.7687,Minerva India Under-served,2
26.284,11.12,21.28,1.24,1.54,1.18,-6.7687,Minerva India Under-served,2
21.888,11.92,22.13,0.99,1.3,1.2,-6.7687,Minerva India Under-served,2
27.267,11.96,22.55,1.21,1.65,1.19,-6.7687,Minerva India Under-served,2
23.355,12.05,22.42,1.04,1.41,1.2,-6.8601,Minerva India Under-served,2
25.253,11.85,22.33,1.13,1.49,1.19,-6.6411,Minerva India Under-served,2
44.12,10.91,21.71,2.03,2.48,1.0,-3.3367,Minerva India Under-served,2
44.52,11.79,21.83,2.04,2.69,0.98,-3.3367,Minerva India Under-served,2
42.364,12.14,22.02,1.92,2.48,1.03,-2.3196,Minerva India Under-served,2
39.524,11.29,21.98,1.8,2.62,0.95,2.5703,Minerva India Under-served,2
33.971,10.08,22.03,1.54,2.52,0.84,2.5703,Minerva India Under-served,2
31.114,9.78,21.86,1.42,2.39,0.83,2.5703,Minerva India Under-served,2
29.066,10.1,22.01,1.32,2.2,0.87,2.5703,Minerva India Under-served,2
33.561,9.22,21.12,1.59,2.44,0.86,2.5703,Minerva India Under-served,2
34.261,10.19,21.1,1.62,2.48,0.88,2.5702,Minerva India Under-served,2
34.552,11.14,20.76,1.66,2.37,1.01,2.5703,Minerva India Under-served,2
29.943,11.47,20.72,1.45,2.05,1.07,2.5703,Minerva India Under-served,2
32.41,12.25,20.17,1.61,2.22,1.21,2.3405,Minerva India Under-served,2
31.521,12.35,20.25,1.56,2.18,1.21,1.8126,Minerva India Under-served,2
32.049,12.18,20.25,1.58,2.15,1.2,1.8126,Minerva India Under-served,2
26.865,12.56,20.86,1.29,1.92,1.16,1.8126,Minerva India Under-served,2
10.682,6.83,13.68,0.78,0.8,1.12,1.8126,Minerva India Under-served,2
8.51,5.83,13.08,0.65,0.7,1.05,1.8126,Minerva India Under-served,2
12.241,6.04,13.37,0.92,1.01,1.05,1.8126,Minerva India Under-served,2
13.592,6.01,13.33,1.02,1.1,1.05,1.8126,Minerva India Under-served,2
18.731,4.51,11.62,1.61,1.48,1.02,1.1441,Minerva India Under-served,2
13.285,3.31,10.77,1.23,1.07,0.97,1.144,Minerva India Under-served,2
8.929,2.43,12.54,0.71,0.91,0.83,0.782599999999999,Minerva India Under-served,2
9.593,2.6,12.56,0.76,0.99,0.82,0.705699999999998,Minerva India Under-served,2
2.396,1.73,12.19,0.2,0.52,0.77,0.705699999999998,Minerva India Under-served,2
10.624,-3.76,9.9,1.07,0.91,0.66,12.282,Minerva India Under-served,3
11.262,-3.75,9.93,1.13,0.97,0.66,11.8681,Minerva India Under-served,3
12.573,-2.9,10.05,1.25,1.12,0.71,10.5736,Minerva India Under-served,3
13.022,-3.04,10.03,1.3,1.18,0.71,10.5736,Minerva India Under-served,3
10.367,-2.74,10.13,1.02,1.0,0.72,8.8511,Minerva India Under-served,3
8.158,-2.18,9.88,0.83,0.91,0.73,6.2687,Minerva India Under-served,3
9.296,-2.15,10.0,0.93,1.0,0.73,6.2687,Minerva India Under-served,3
10.776,-1.99,9.65,1.12,1.07,0.75,6.2687,Minerva India Under-served,3
7.194,-1.11,9.33,0.77,0.86,0.78,4.6486,Minerva India Under-served,3
8.322,-1.13,9.55,0.87,0.99,0.76,4.6487,Minerva India Under-served,3
7.452,-0.459999999999999,9.79,0.76,0.91,0.75,4.6487,Minerva India Under-served,3
8.398,-0.380000000000001,9.75,0.86,0.95,0.76,4.6487,Minerva India Under-served,3
11.159,-0.69,10.4,1.07,1.18,0.71,4.6487,Minerva India Under-served,3
12.188,-0.91,10.36,1.18,1.24,0.71,4.6487,Minerva India Under-served,3
9.442,-0.41,10.4,0.91,1.11,0.71,4.6486,Minerva India Under-served,3
9.852,-0.18,10.33,0.95,1.08,0.72,4.6486,Minerva India Under-served,3
10.916,0.140000000000001,10.51,1.04,1.16,0.74,4.6487,Minerva India Under-served,3
9.97,0.149999999999999,10.46,0.95,1.02,0.76,4.6487,Minerva India Under-served,3
11.585,0.41,10.56,1.1,1.1,0.75,4.6486,Minerva India Under-served,3
11.023,0.470000000000001,10.52,1.05,1.07,0.76,4.6487,Minerva India Under-served,3
13.086,0.58,11.12,1.18,1.22,0.73,4.6487,Minerva India Under-served,3
13.881,0.59,11.15,1.24,1.27,0.73,4.6486,Minerva India Under-served,3
15.978,0.24,10.47,1.53,1.35,0.76,5.8015,Minerva India Under-served,3
14.53,0.81,10.48,1.39,1.22,0.81,5.8359,Minerva India Under-served,3
14.198,0.700000000000001,10.45,1.36,1.2,0.83,5.8359,Minerva India Under-served,3
13.97,0.75,10.47,1.33,1.18,0.83,5.8359,Minerva India Under-served,3
13.573,0.710000000000001,10.48,1.3,1.16,0.83,5.8359,Minerva India Under-served,3
14.951,0.77,10.55,1.42,1.28,0.82,5.8359,Minerva India Under-served,3
14.272,0.57,10.7,1.33,1.27,0.8,5.8359,Minerva India Under-served,3
11.708,0.98,10.05,1.16,1.06,0.85,5.8359,Minerva India Under-served,3
10.916,0.710000000000001,9.96,1.1,1.01,0.83,5.8359,Minerva India Under-served,3
11.587,0.940000000000001,9.97,1.16,1.04,0.83,5.8359,Minerva India Under-served,3
9.426,1.18,9.83,0.96,0.84,0.87,5.8359,Minerva India Under-served,3
9.194,1.19,9.83,0.94,0.82,0.87,5.8359,Minerva India Under-served,3
9.396,0.42,9.91,0.95,0.92,0.81,5.8359,Minerva India Under-served,3
8.201,0.289999999999999,10.01,0.82,0.86,0.8,5.8359,Minerva India Under-served,3
10.326,0.73,9.38,1.1,0.93,0.84,5.8359,Minerva India Under-served,3
9.869,0.73,9.34,1.06,0.9,0.85,5.8359,Minerva India Under-served,3
6.344,0.35,9.74,0.65,0.72,0.77,5.8359,Minerva India Under-served,3
5.907,0.539999999999999,9.78,0.6,0.65,0.77,5.8359,Minerva India Under-served,3
5.519,0.0999999999999996,9.98,0.55,0.68,0.73,5.8359,Minerva India Under-served,3
5.801,0.16,9.94,0.58,0.67,0.74,5.8359,Minerva India Under-served,3
4.302,0.129999999999999,9.81,0.44,0.55,0.75,5.8359,Minerva India Under-served,3
3.64,-0.0999999999999996,9.9,0.37,0.52,0.74,5.8359,Minerva India Under-served,3
4.804,-0.0199999999999996,9.72,0.49,0.58,0.75,5.8359,Minerva India Under-served,3
3.998,0.220000000000001,9.51,0.42,0.53,0.78,5.8359,Minerva India Under-served,3
5.282,0.49,9.03,0.58,0.57,0.81,5.8359,Minerva India Under-served,3
5.16,0.360000000000001,9.03,0.57,0.54,0.81,5.8359,Minerva India Under-served,3
2.928,0.470000000000001,8.19,0.36,0.34,0.86,4.2552,Minerva India Under-served,3
3.466,1.02,8.31,0.42,0.37,0.9,4.2552,Minerva India Under-served,3
3.295,1.4,8.33,0.4,0.33,0.93,4.2552,Minerva India Under-served,3
3.125,1.43,8.34,0.37,0.31,0.93,4.2552,Minerva India Under-served,3
-0.757,0.859999999999999,8.91,-0.08,0.08,0.87,4.2552,Minerva India Under-served,3
0.0990000000000002,1.31,9.1,0.01,0.17,0.88,-0.0594000000000001,Minerva India Under-served,3
-1.614,1.36,8.83,-0.18,-0.03,0.92,-0.0594000000000001,Minerva India Under-served,3
1.041,1.18,10.01,0.1,0.21,0.86,-0.0594000000000001,Minerva India Under-served,3
-3.21,0.83,9.51,-0.34,-0.1,0.86,-0.362500000000001,Minerva India Under-served,3
-4.841,0.83,9.45,-0.51,-0.23,0.86,-0.362500000000001,Minerva India Under-served,3
-5.15,0.94,9.44,-0.55,-0.24,0.86,-0.5547,Minerva India Under-served,3
-6.825,1.22,9.77,-0.7,-0.29,0.84,-3.9623,Minerva India Under-served,3
-6.983,1.08,9.75,-0.72,-0.29,0.81,-3.9623,Minerva India Under-served,3
-7.517,1.14,9.79,-0.77,-0.35,0.82,-3.9623,Minerva India Under-served,3
-7.554,1.12,9.78,-0.77,-0.36,0.81,-3.9624,Minerva India Under-served,3
-9.865,1.11,9.71,-1.02,-0.58,0.82,-3.9624,Minerva India Under-served,3
-9.985,1.66,9.78,-1.02,-0.71,0.87,-11.2196,Minerva India Under-served,3
-10.199,1.56,9.75,-1.05,-0.74,0.87,-11.8156,Minerva India Under-served,3
-8.605,2.92,10.8,-0.8,-0.6,0.93,-11.8156,Minerva India Under-served,3
-11.721,2.8,11.35,-1.03,-0.83,0.89,-11.8156,Minerva India Under-served,3
-12.481,2.93,11.37,-1.1,-0.84,0.88,-11.8156,Minerva India Under-served,3
-12.606,3.0,11.37,-1.11,-0.84,0.88,-11.8156,Minerva India Under-served,3
-9.429,3.54,11.89,-0.79,-0.61,0.89,-11.8156,Minerva India Under-served,3
-8.843,3.55,11.87,-0.74,-0.63,0.91,-11.8156,Minerva India Under-served,3
-10.691,4.88,12.34,-0.87,-0.86,1.08,-14.8992,Minerva India Under-served,3
-10.802,5.11,12.42,-0.87,-0.86,1.1,-14.8992,Minerva India Under-served,3
-9.523,5.09,12.18,-0.78,-0.74,1.1,-14.8992,Minerva India Under-served,3
-7.935,5.83,12.68,-0.63,-0.59,1.13,-14.8992,Minerva India Under-served,3
-4.874,6.73,13.03,-0.37,-0.31,1.18,-14.8992,Minerva India Under-served,3
-3.064,7.18,13.51,-0.23,-0.17,1.19,-14.8992,Minerva India Under-served,3
-2.958,7.18,13.51,-0.22,-0.17,1.19,-14.8992,Minerva India Under-served,3
-4.803,7.49,14.14,-0.34,-0.3,1.19,-14.8992,Minerva India Under-served,3
-4.926,7.36,14.15,-0.35,-0.35,1.18,-14.8992,Minerva India Under-served,3
-6.797,6.97,14.23,-0.48,-0.51,1.16,-14.8992,Minerva India Under-served,3
-4.451,7.0,14.61,-0.3,-0.3,1.15,-14.8992,Minerva India Under-served,3
-6.518,6.83,14.77,-0.44,-0.49,1.13,-14.8992,Minerva India Under-served,3
-6.88,6.93,14.76,-0.47,-0.53,1.14,-14.8992,Minerva India Under-served,3
-7.11,6.7,14.68,-0.48,-0.53,1.13,-14.8993,Minerva India Under-served,3
-5.45,6.73,14.66,-0.37,-0.42,1.13,-13.9254,Minerva India Under-served,3
-1.541,7.57,16.12,-0.1,-0.12,1.14,-13.9254,Minerva India Under-served,3
8.428,10.1,19.89,0.42,0.65,1.16,-13.9254,Minerva India Under-served,3
9.696,10.43,20.12,0.48,0.72,1.17,-13.9254,Minerva India Under-served,3
9.873,10.46,20.15,0.49,0.64,1.17,-11.2084,Minerva India Under-served,3
6.362,10.71,19.7,0.32,0.33,1.2,-11.2084,Minerva India Under-served,3
4.972,11.24,20.02,0.25,0.24,1.23,-10.6636,Minerva India Under-served,3
9.093,11.32,20.4,0.45,0.55,1.22,-9.7911,Minerva India Under-served,3
9.525,11.31,20.38,0.47,0.56,1.22,-9.6069,Minerva India Under-served,3
11.888,11.0,20.11,0.59,0.76,1.21,-9.6069,Minerva India Under-served,3
14.662,11.52,20.4,0.72,0.95,1.23,-9.6069,Minerva India Under-served,3
17.995,11.42,20.47,0.88,1.19,1.22,-9.0105,Minerva India Under-served,3
16.49,11.66,20.59,0.8,1.14,1.23,-9.0105,Minerva India Under-served,3
20.056,11.13,20.43,0.98,1.43,1.2,-6.7687,Minerva India Under-served,3
21.908,10.35,20.34,1.08,1.45,1.16,-6.7687,Minerva India Under-served,3
23.22,10.28,20.31,1.14,1.49,1.15,-6.7687,Minerva India Under-served,3
18.419,10.18,20.13,0.92,1.25,1.15,-6.7687,Minerva India Under-served,3
20.725,9.96,19.58,1.06,1.37,1.16,-6.7687,Minerva India Under-served,3
23.334,9.89,19.46,1.2,1.51,1.16,-6.7687,Minerva India Under-served,3
22.518,9.97,19.5,1.15,1.49,1.17,-6.7687,Minerva India Under-served,3
19.56,10.04,19.39,1.01,1.33,1.18,-6.8601,Minerva India Under-served,3
21.019,9.89,19.34,1.09,1.39,1.17,-6.6411,Minerva India Under-served,3
27.306,8.9,18.77,1.45,1.71,1.04,1.8126,Minerva India Under-served,3
26.349,9.44,18.77,1.4,1.7,1.05,1.8126,Minerva India Under-served,3
25.07,9.44,19.08,1.31,1.66,1.01,1.8126,Minerva India Under-served,3
21.333,9.1,19.13,1.12,1.64,0.95,1.8126,Minerva India Under-served,3
19.896,8.86,18.96,1.05,1.56,0.94,1.8126,Minerva India Under-served,3
22.48,8.72,19.06,1.18,1.76,0.91,1.8126,Minerva India Under-served,3
26.98,8.16,18.24,1.48,2.01,0.92,1.8126,Minerva India Under-served,3
25.891,8.83,18.24,1.42,1.95,0.95,1.8126,Minerva India Under-served,3
26.585,8.99,18.08,1.47,1.96,0.98,1.8126,Minerva India Under-served,3
21.226,8.64,18.82,1.13,1.74,0.88,1.8126,Minerva India Under-served,3
23.54,9.15,18.49,1.27,1.79,0.95,1.8125,Minerva India Under-served,3
21.165,9.45,18.87,1.12,1.65,0.95,1.8126,Minerva India Under-served,3
0.977,-0.32,3.24,0.3,0.07,0.97,2.4976,Nifty 50,1
1.097,-0.329999999999998,3.24,0.34,0.08,0.97,2.6247,Nifty 50,1
1.749,-0.399999999999999,3.12,0.56,0.13,0.97,2.3458,Nifty 50,1
1.496,-0.23,3.02,0.5,0.12,0.98,2.3458,Nifty 50,1
2.491,-0.329999999999998,2.84,0.88,0.21,0.98,3.0938,Nifty 50,1
2.907,-0.449999999999999,2.84,1.02,0.24,0.97,1.373,Nifty 50,1
2.512,-0.550000000000001,2.86,0.88,0.21,0.97,1.373,Nifty 50,1
0.248,-1.04,2.22,0.11,0.03,0.95,1.373,Nifty 50,1
-0.468999999999998,-1.07,2.23,-0.21,0.06,0.94,-0.1373,Nifty 50,1
-3.486,-0.509999999999998,1.94,-1.8,-0.16,0.97,-0.1373,Nifty 50,1
-0.969999999999999,-0.0400000000000009,2.2,-0.44,-0.05,0.99,-0.1373,Nifty 50,1
1.248,-0.210000000000001,2.06,0.61,0.11,0.98,-0.1373,Nifty 50,1
2.494,-0.34,2.17,1.15,0.21,0.97,0.5647,Nifty 50,1
2.228,-0.470000000000001,2.24,0.99,0.2,0.96,1.3992,Nifty 50,1
3.049,-0.609999999999999,2.28,1.34,0.29,0.94,1.7409,Nifty 50,1
3.456,-1.28,2.49,1.39,0.32,0.9,1.7409,Nifty 50,1
4.053,-1.38,2.54,1.6,0.36,0.89,3.0376,Nifty 50,1
3.421,-1.09,2.59,1.32,0.28,0.92,3.603,Nifty 50,1
3.148,-1.18,2.63,1.2,0.24,0.89,3.6029,Nifty 50,1
4.528,-0.720000000000001,2.62,1.73,0.38,0.94,3.6029,Nifty 50,1
3.348,-0.34,2.97,1.13,0.28,0.96,3.6029,Nifty 50,1
3.493,-0.479999999999999,2.94,1.19,0.29,0.95,3.6029,Nifty 50,1
