Annualized Excess Return %,Annualized Excess Volatility %,Tracking Error,Information Ratio,Alpha,Beta,Max Excess Drawdown,Group,Holding Yrs
-1.417,2.98,7.47,-0.19,-0.02,1.09,-5.248,S&P BSE MidCap,1
-1.159,2.98,7.49,-0.15,0.01,1.09,-5.4217,S&P BSE MidCap,1
-1.619,3.03,7.5,-0.22,-0.01,1.09,-5.2817,S&P BSE MidCap,1
-2.19,2.48,7.63,-0.29,-0.12,1.06,-5.2817,S&P BSE MidCap,1
-5.934,2.52,6.84,-0.87,-0.47,1.07,-7.0041,S&P BSE MidCap,1
-6.599,2.71,6.84,-0.96,-0.54,1.08,-3.9075,S&P BSE MidCap,1
-5.045,3.23,7.12,-0.71,-0.45,1.1,-3.9075,S&P BSE MidCap,1
-0.999,3.67,6.44,-0.16,-0.09,1.13,-3.9075,S&P BSE MidCap,1
0.483000000000001,3.5,6.33,0.08,-0.16,1.14,-0.335900000000001,S&P BSE MidCap,1
7.291,2.09,5.34,1.37,0.31,1.08,0.5908,S&P BSE MidCap,1
1.668,2.66,6.39,0.26,0.01,1.1,0.5909,S&P BSE MidCap,1
-5.765,2.5,5.52,-1.04,-0.49,1.11,-2.9683,S&P BSE MidCap,1
-8.027,2.7,5.43,-1.48,-0.69,1.13,-6.0726,S&P BSE MidCap,1
-9.806,2.67,5.31,-1.85,-0.86,1.13,-6.0726,S&P BSE MidCap,1
-9.964,3.06,5.36,-1.86,-0.96,1.17,-6.0726,S&P BSE MidCap,1
-10.282,4.23,5.7,-1.8,-0.96,1.27,-8.5689,S&P BSE MidCap,1
-13.554,5.19,6.85,-1.98,-1.25,1.32,-13.1967,S&P BSE MidCap,1
-12.278,4.69,6.93,-1.77,-1.05,1.26,-12.5496,S&P BSE MidCap,1
-12.565,4.25,6.63,-1.9,-1.05,1.25,-12.5496,S&P BSE MidCap,1
-14.54,4.21,6.47,-2.25,-1.3,1.22,-12.5496,S&P BSE MidCap,1
-10.042,4.45,8.43,-1.19,-0.84,1.18,-12.5496,S&P BSE MidCap,1
-8.982,5.03,8.96,-1.0,-0.76,1.21,-12.5496,S&P BSE MidCap,1
-7.334,5.13,8.66,-0.85,-0.55,1.22,-11.0316,S&P BSE MidCap,1
-4.491,4.44,8.25,-0.54,-0.43,1.19,-6.732,S&P BSE MidCap,1
-1.766,4.56,8.3,-0.21,-0.33,1.19,-6.732,S&P BSE MidCap,1
2.481,4.85,8.71,0.28,0.03,1.2,-6.732,S&P BSE MidCap,1
8.813,6.76,10.03,0.88,0.14,1.29,-6.732,S&P BSE MidCap,1
20.573,6.4,9.83,2.09,0.55,1.27,-4.2998,S&P BSE MidCap,1
25.019,5.01,8.59,2.91,0.85,1.21,-1.4682,S&P BSE MidCap,1
24.175,5.24,9.0,2.69,0.52,1.23,-1.722,S&P BSE MidCap,1
25.085,5.22,8.97,2.8,0.71,1.23,-1.722,S&P BSE MidCap,1
22.653,6.04,9.16,2.47,0.49,1.32,-1.722,S&P BSE MidCap,1
18.186,6.6,8.58,2.12,-0.21,1.42,-1.722,S&P BSE MidCap,1
17.727,5.71,8.62,2.06,0.3,1.3,-1.722,S&P BSE MidCap,1
18.935,4.6,8.84,2.14,0.41,1.19,0.1068,S&P BSE MidCap,1
17.74,4.74,8.91,1.99,0.35,1.2,0.1068,S&P BSE MidCap,1
16.353,4.22,8.91,1.84,0.68,1.14,1.5071,S&P BSE MidCap,1
14.006,3.9,8.72,1.61,0.66,1.12,2.9637,S&P BSE MidCap,1
6.815,0.81,7.36,0.93,0.69,0.86,2.9637,S&P BSE MidCap,1
2.513,-2.57,6.02,0.42,0.53,0.62,2.9637,S&P BSE MidCap,1
8.431,-2.4,5.7,1.48,0.99,0.65,2.9637,S&P BSE MidCap,1
11.076,-2.23,5.28,2.1,0.93,0.75,3.2364,S&P BSE MidCap,1
10.118,-2.33,5.19,1.95,0.84,0.75,3.5691,S&P BSE MidCap,1
10.868,-1.97,4.93,2.2,0.87,0.77,3.5691,S&P BSE MidCap,1
10.376,-2.16,4.93,2.1,0.77,0.74,3.5691,S&P BSE MidCap,1
8.243,-1.96,4.26,1.93,0.65,0.77,3.5691,S&P BSE MidCap,1
8.749,0.42,3.22,2.72,0.78,1.0,4.9832,S&P BSE MidCap,1
8.198,0.99,3.13,2.62,0.9,1.05,4.5668,S&P BSE MidCap,1
8.048,0.48,3.07,2.62,0.71,1.01,2.9861,S&P BSE MidCap,1
8.931,0.850000000000001,3.26,2.74,0.75,1.03,2.9861,S&P BSE MidCap,1
8.425,0.759999999999998,3.45,2.44,0.71,1.03,2.9861,S&P BSE MidCap,1
8.532,0.75,3.45,2.47,0.68,1.02,2.9861,S&P BSE MidCap,1
9.147,1.13,3.76,2.43,0.71,1.04,2.9861,S&P BSE MidCap,1
10.772,1.67,4.0,2.69,0.72,1.08,-0.338000000000001,S&P BSE MidCap,1
10.437,1.68,4.0,2.61,0.7,1.08,-0.338000000000001,S&P BSE MidCap,1
11.417,1.7,3.9,2.93,0.77,1.08,-0.338000000000001,S&P BSE MidCap,1
7.954,2.53,4.54,1.75,0.58,1.12,-0.641100000000002,S&P BSE MidCap,1
4.177,3.01,5.4,0.77,0.32,1.14,-0.641100000000002,S&P BSE MidCap,1
6.966,2.88,5.32,1.31,0.35,1.13,-2.6323,S&P BSE MidCap,1
9.231,3.1,5.3,1.74,0.2,1.17,-3.6091,S&P BSE MidCap,1
8.727,3.9,5.3,1.65,0.07,1.3,-3.6091,S&P BSE MidCap,1
9.002,3.98,5.36,1.68,0.06,1.3,-3.6091,S&P BSE MidCap,1
6.019,4.54,6.3,0.96,-0.13,1.33,-3.6091,S&P BSE MidCap,1
5.498,4.51,6.3,0.87,-0.07,1.32,-3.6091,S&P BSE MidCap,1
1.601,3.36,5.67,0.28,-0.19,1.22,-3.6091,S&P BSE MidCap,1
1.288,2.83,5.56,0.23,-0.09,1.16,-3.6091,S&P BSE MidCap,1
0.910999999999998,2.88,5.52,0.17,-0.12,1.17,-3.6091,S&P BSE MidCap,1
1.175,3.01,5.56,0.21,-0.18,1.17,-3.6091,S&P BSE MidCap,1
5.89,2.22,5.54,1.06,0.19,1.09,-1.6769,S&P BSE MidCap,1
11.782,1.0,4.77,2.47,0.77,0.98,,S&P BSE MidCap,1
3.428,2.25,7.09,0.48,0.33,0.96,-0.234,S&P BSE MidCap,1
1.735,1.94,7.05,0.25,0.17,0.98,-2.3971,S&P BSE MidCap,1
1.413,1.78,7.05,0.2,0.14,0.98,-2.2222,S&P BSE MidCap,1
-0.978999999999999,1.18,6.66,-0.15,-0.01,0.96,-2.2222,S&P BSE MidCap,1
-2.374,2.4,7.25,-0.33,-0.2,1.05,-2.2223,S&P BSE MidCap,1
-4.738,2.78,7.44,-0.64,-0.4,1.07,-5.1015,S&P BSE MidCap,1
-6.146,2.41,7.57,-0.81,-0.49,1.04,-5.1014,S&P BSE MidCap,1
-6.511,3.13,7.58,-0.86,-0.58,1.1,-5.1014,S&P BSE MidCap,1
-10.495,4.55,8.16,-1.29,-0.91,1.19,-8.0931,S&P BSE MidCap,1
-7.74,3.59,8.8,-0.88,-0.62,1.1,-5.3803,S&P BSE MidCap,1
-10.655,3.23,8.34,-1.28,-0.9,1.09,-5.3803,S&P BSE MidCap,1
-10.053,2.98,8.45,-1.19,-0.85,1.06,-5.3803,S&P BSE MidCap,1
-8.264,3.6,7.79,-1.06,-0.64,1.13,-4.1025,S&P BSE MidCap,1
-10.321,3.79,7.87,-1.31,-0.85,1.14,-3.4367,S&P BSE MidCap,1
-11.373,4.21,7.9,-1.44,-0.99,1.17,-3.4367,S&P BSE MidCap,1
-14.416,4.38,8.43,-1.71,-1.25,1.17,-3.4367,S&P BSE MidCap,1
-10.824,3.9,7.95,-1.36,-0.93,1.15,-2.7851,S&P BSE MidCap,1
-9.412,3.7,7.87,-1.2,-0.8,1.14,-2.7851,S&P BSE MidCap,1
-8.331,4.2,7.84,-1.06,-0.63,1.18,-6.7835,S&P BSE MidCap,1
-10.048,3.48,7.29,-1.38,-0.82,1.14,-7.825,S&P BSE MidCap,1
-6.985,2.4,6.76,-1.03,-0.58,1.07,-4.725,S&P BSE MidCap,1
-9.121,3.74,6.1,-1.5,-0.88,1.22,-4.725,S&P BSE MidCap,1
-7.589,3.96,6.16,-1.23,-0.74,1.25,-4.725,S&P BSE MidCap,1
-10.797,3.75,5.59,-1.93,-1.01,1.24,-4.725,S&P BSE MidCap,1
-4.484,3.35,6.52,-0.69,-0.47,1.17,-4.725,S&P BSE MidCap,1
-1.068,2.34,6.33,-0.17,-0.09,1.08,-4.725,S&P BSE MidCap,1
-4.225,4.16,7.17,-0.59,-0.06,1.13,-2.5418,S&P BSE MidCap,1
-2.241,3.22,6.02,-0.37,-0.02,1.09,-2.4641,S&P BSE MidCap,1
-1.548,3.18,6.12,-0.25,0.07,1.09,-2.4641,S&P BSE MidCap,1
0.282,3.64,6.42,0.04,0.21,1.1,-2.4641,S&P BSE MidCap,1
0.692,2.99,6.38,0.11,0.13,1.08,-2.4641,S&P BSE MidCap,1
4.241,3.25,6.8,0.62,0.38,1.08,-2.4641,S&P BSE MidCap,1
3.972,3.23999999999999,6.8,0.58,0.4,1.08,-2.4641,S&P BSE MidCap,1
1.385,3.04,6.85,0.2,0.2,1.08,-2.4641,S&P BSE MidCap,1
2.687,3.31,6.97,0.39,0.23,1.08,-2.4641,S&P BSE MidCap,1
3.047,2.91,6.96,0.44,0.21,1.07,-2.4641,S&P BSE MidCap,1
2.081,2.77,6.59,0.32,0.15,1.06,-2.5555,S&P BSE MidCap,1
4.395,3.44,7.02,0.63,0.16,1.08,-3.475,S&P BSE MidCap,1
14.309,-0.25,5.67,2.52,0.98,0.94,,S&P BSE MidCap,1
14.299,0.929999999999998,5.42,2.64,0.77,1.0,,S&P BSE MidCap,1
14.123,1.03,5.45,2.59,0.7,1.0,,S&P BSE MidCap,1
12.901,0.49,5.37,2.4,0.83,0.96,,S&P BSE MidCap,1
16.162,0.74,4.88,3.31,0.91,0.99,,S&P BSE MidCap,1
7.064,0.289999999999999,5.92,1.19,0.64,0.93,,S&P BSE MidCap,1
10.546,0.4,6.31,1.67,0.88,0.92,,S&P BSE MidCap,1
11.922,0.300000000000001,6.11,1.95,0.92,0.93,,S&P BSE MidCap,1
9.832,-0.459999999999999,6.04,1.63,1.05,0.84,,S&P BSE MidCap,1
9.062,0.950000000000001,6.02,1.51,0.72,0.94,,S&P BSE MidCap,1
4.184,2.02,5.8,0.72,0.14,1.06,,S&P BSE MidCap,1
-0.496000000000002,1.01,5.26,-0.09,0.01,0.98,-2.4558,S&P BSE MidCap,1
-1.424,0.779999999999999,5.35,-0.27,-0.02,0.96,-2.4558,S&P BSE MidCap,1
0.599,0.58,5.7,0.11,0.17,0.92,-2.4557,S&P BSE MidCap,1
-0.484,0.91,5.75,-0.08,0.0,0.95,-2.2761,S&P BSE MidCap,1
-3.005,0.850000000000001,5.52,-0.54,-0.25,0.97,-3.0422,S&P BSE MidCap,1
-3.208,1.49,5.55,-0.58,-0.26,1.04,-3.0422,S&P BSE MidCap,1
1.059,2.74,4.61,0.23,0.04,1.15,-3.0422,S&P BSE MidCap,1
-0.348,1.85,3.93,-0.09,-0.01,1.1,-3.0422,S&P BSE MidCap,1
-2.177,1.44,4.4,-0.49,-0.18,1.06,-3.0422,S&P BSE MidCap,1
-4.132,1.35,4.33,-0.95,-0.35,1.05,-3.7107,S&P BSE MidCap,1
-1.959,1.06,4.29,-0.46,-0.16,1.03,-2.6005,S&P BSE MidCap,1
-0.145,0.82,4.25,-0.03,0.0,1.02,-1.7004,S&P BSE MidCap,1
1.926,0.34,4.2,0.46,0.16,0.99,-1.073,S&P BSE MidCap,1
2.082,0.640000000000001,4.13,0.5,0.18,1.01,-1.073,S&P BSE MidCap,1
1.607,0.990000000000002,3.93,0.41,0.13,1.03,-1.6208,S&P BSE MidCap,1
5.706,1.31,4.6,1.24,0.39,1.04,1.8743,S&P BSE MidCap,1
9.314,1.02,4.61,2.02,0.66,1.02,1.8743,S&P BSE MidCap,1
9.654,1.14,4.74,2.04,0.72,1.02,1.8743,S&P BSE MidCap,1
11.827,0.99,5.43,2.18,0.97,0.98,1.8743,S&P BSE MidCap,1
12.953,1.18,5.46,2.37,1.01,0.99,1.8743,S&P BSE MidCap,1
13.721,2.14,4.73,2.9,1.03,1.12,1.8743,S&P BSE MidCap,1
18.312,2.88,4.37,4.19,1.23,1.2,1.8743,S&P BSE MidCap,1
18.675,1.76,4.72,3.96,1.18,1.08,1.2478,S&P BSE MidCap,1
23.097,1.69,5.07,4.56,1.4,1.06,-0.4595,S&P BSE MidCap,1
22.755,1.85,5.29,4.3,1.29,1.07,-0.4595,S&P BSE MidCap,1
-4.521,2.68,6.46,-0.7,-0.34,1.09,-5.248,S&P BSE MidCap,2
-5.146,2.61,6.46,-0.8,-0.41,1.09,-5.4217,S&P BSE MidCap,2
-5.262,2.65,6.46,-0.81,-0.42,1.09,-5.2817,S&P BSE MidCap,2
-6.008,2.93,6.68,-0.9,-0.48,1.1,-5.2817,S&P BSE MidCap,2
-9.569,3.38,6.77,-1.41,-0.8,1.13,-7.0041,S&P BSE MidCap,2
-9.503,3.47,6.8,-1.4,-0.8,1.14,-10.9296,S&P BSE MidCap,2
-9.201,3.6,6.86,-1.34,-0.78,1.14,-10.9296,S&P BSE MidCap,2
-7.914,3.85,6.63,-1.19,-0.69,1.16,-10.9296,S&P BSE MidCap,2
-5.429,4.03,7.46,-0.73,-0.52,1.16,-12.5496,S&P BSE MidCap,2
-2.114,3.82,7.51,-0.28,-0.31,1.15,-12.5496,S&P BSE MidCap,2
-3.351,4.07,7.55,-0.44,-0.33,1.18,-12.5496,S&P BSE MidCap,2
-5.141,3.39,6.87,-0.75,-0.45,1.15,-12.5496,S&P BSE MidCap,2
-5.132,3.67,6.93,-0.74,-0.5,1.16,-12.5496,S&P BSE MidCap,2
-3.914,3.81,7.27,-0.54,-0.41,1.17,-12.5496,S&P BSE MidCap,2
-1.145,5.26,8.24,-0.14,-0.43,1.25,-12.5496,S&P BSE MidCap,2
2.408,6.14,8.69,0.28,-0.27,1.31,-12.5496,S&P BSE MidCap,2
1.625,6.22,8.84,0.18,-0.35,1.31,-12.5496,S&P BSE MidCap,2
1.125,6.18,8.9,0.13,-0.41,1.31,-12.5496,S&P BSE MidCap,2
1.286,6.17,8.92,0.14,-0.31,1.32,-12.5496,S&P BSE MidCap,2
0.389000000000003,6.16,8.95,0.04,-0.44,1.32,-12.5496,S&P BSE MidCap,2
0.899000000000001,6.24,8.98,0.1,-0.4,1.33,-12.5496,S&P BSE MidCap,2
1.84,5.99,9.17,0.2,-0.23,1.29,-12.5496,S&P BSE MidCap,2
2.457,5.54,9.03,0.27,-0.19,1.25,-11.0316,S&P BSE MidCap,2
4.516,5.01,8.72,0.52,-0.1,1.23,-6.732,S&P BSE MidCap,2
6.443,4.55,8.65,0.74,0.13,1.19,-6.732,S&P BSE MidCap,2
7.787,4.42,8.61,0.9,0.3,1.17,-6.732,S&P BSE MidCap,2
7.796,4.38,8.61,0.91,0.29,1.17,-6.732,S&P BSE MidCap,2
10.445,3.73,8.22,1.27,0.5,1.13,-4.2998,S&P BSE MidCap,2
15.797,2.72,7.31,2.16,0.87,1.08,0.684600000000001,S&P BSE MidCap,2
16.667,2.34,7.28,2.29,0.99,1.05,2.0854,S&P BSE MidCap,2
16.504,2.41,7.27,2.27,1.01,1.06,2.4181,S&P BSE MidCap,2
15.992,2.87,7.26,2.2,0.98,1.09,2.4181,S&P BSE MidCap,2
13.777,2.93,6.86,2.01,0.81,1.11,2.4181,S&P BSE MidCap,2
12.358,2.76,6.7,1.84,0.74,1.1,2.4181,S&P BSE MidCap,2
12.949,2.53,6.52,1.99,0.81,1.09,4.9832,S&P BSE MidCap,2
12.093,2.61,6.54,1.85,0.84,1.09,4.5668,S&P BSE MidCap,2
11.618,2.24,6.55,1.77,0.81,1.07,4.5668,S&P BSE MidCap,2
11.22,2.26,6.45,1.74,0.76,1.07,4.5668,S&P BSE MidCap,2
7.732,0.66,5.64,1.37,0.61,0.97,4.5668,S&P BSE MidCap,2
5.63,-0.390000000000001,4.88,1.15,0.48,0.91,4.5668,S&P BSE MidCap,2
8.817,-0.0800000000000001,4.73,1.86,0.7,0.94,4.5669,S&P BSE MidCap,2
10.935,0.110000000000001,4.58,2.39,0.84,0.96,4.5668,S&P BSE MidCap,2
10.279,0.0999999999999996,4.53,2.27,0.8,0.96,4.5667,S&P BSE MidCap,2
11.143,0.26,4.35,2.56,0.86,0.97,4.5668,S&P BSE MidCap,2
9.217,0.789999999999999,4.65,1.98,0.74,1.01,4.5668,S&P BSE MidCap,2
6.233,1.18,4.78,1.3,0.51,1.03,4.5668,S&P BSE MidCap,2
8.037,1.69,4.33,1.86,0.64,1.08,4.5668,S&P BSE MidCap,2
8.844,1.7,4.27,2.07,0.69,1.08,4.5668,S&P BSE MidCap,2
8.425,1.76,4.24,1.99,0.61,1.08,2.9861,S&P BSE MidCap,2
9.026,2.02,4.34,2.08,0.6,1.1,2.9861,S&P BSE MidCap,2
7.391,2.17,4.99,1.48,0.49,1.1,2.9861,S&P BSE MidCap,2
7.149,2.2,4.99,1.43,0.47,1.1,2.9861,S&P BSE MidCap,2
5.606,1.86,4.81,1.17,0.36,1.08,2.9861,S&P BSE MidCap,2
6.022,2.11,4.88,1.23,0.34,1.1,-0.338000000000001,S&P BSE MidCap,2
5.685,2.12,4.87,1.17,0.32,1.1,-0.338000000000001,S&P BSE MidCap,2
6.425,2.16,4.87,1.32,0.34,1.1,-0.338000000000001,S&P BSE MidCap,2
7.051,2.17,4.97,1.42,0.38,1.1,-0.641100000000002,S&P BSE MidCap,2
7.503,2.25,5.02,1.49,0.38,1.11,-0.641100000000002,S&P BSE MidCap,2
5.301,2.42,6.15,0.86,0.21,1.09,-2.6323,S&P BSE MidCap,2
5.274,2.61,6.16,0.86,0.16,1.11,-3.6091,S&P BSE MidCap,2
4.84,2.91,6.16,0.79,0.17,1.14,-2.7421,S&P BSE MidCap,2
3.738,2.66,6.04,0.62,0.1,1.12,-2.7421,S&P BSE MidCap,2
1.559,3.47,6.73,0.23,-0.09,1.17,-2.7421,S&P BSE MidCap,2
0.0609999999999999,3.67,6.88,0.01,-0.18,1.19,-5.1014,S&P BSE MidCap,2
-2.509,2.91,6.63,-0.38,-0.3,1.12,-5.1014,S&P BSE MidCap,2
-2.699,2.95,6.58,-0.41,-0.33,1.13,-5.1014,S&P BSE MidCap,2
-5.225,3.9,6.99,-0.75,-0.54,1.19,-8.0931,S&P BSE MidCap,2
-3.959,3.48,7.32,-0.54,-0.37,1.14,-5.3803,S&P BSE MidCap,2
-3.834,3.28,7.29,-0.53,-0.39,1.13,-5.3803,S&P BSE MidCap,2
-1.504,3.1,7.27,-0.21,-0.21,1.11,-5.3802,S&P BSE MidCap,2
-3.708,3.36,7.48,-0.5,-0.35,1.13,-6.0195,S&P BSE MidCap,2
-5.188,3.3,7.53,-0.69,-0.45,1.12,-7.0359,S&P BSE MidCap,2
-5.281,3.24,7.53,-0.7,-0.47,1.11,-7.0358,S&P BSE MidCap,2
-8.406,3.23,7.7,-1.09,-0.71,1.11,-7.0358,S&P BSE MidCap,2
-6.832,3.24,7.54,-0.91,-0.59,1.11,-7.0358,S&P BSE MidCap,2
-7.162,3.23,7.52,-0.95,-0.61,1.11,-7.0358,S&P BSE MidCap,2
-7.368,3.34,7.55,-0.98,-0.61,1.12,-10.8338,S&P BSE MidCap,2
-8.606,3.34,7.32,-1.18,-0.72,1.13,-11.8232,S&P BSE MidCap,2
-8.724,3.5,7.34,-1.19,-0.74,1.14,-11.8232,S&P BSE MidCap,2
-8.402,3.53,7.4,-1.14,-0.71,1.14,-11.8232,S&P BSE MidCap,2
-9.21,3.49,7.19,-1.28,-0.78,1.15,-11.8232,S&P BSE MidCap,2
-10.42,3.22,7.01,-1.49,-0.89,1.13,-11.8232,S&P BSE MidCap,2
-6.618,3.46,7.06,-0.94,-0.54,1.15,-10.0426,S&P BSE MidCap,2
-5.965,3.16,7.14,-0.84,-0.48,1.12,-8.4379,S&P BSE MidCap,2
-7.257,3.74,7.43,-0.98,-0.52,1.13,-7.9051,S&P BSE MidCap,2
-7.901,3.28,7.42,-1.06,-0.62,1.1,-7.9051,S&P BSE MidCap,2
-5.689,3.04,7.08,-0.8,-0.41,1.09,-7.4241,S&P BSE MidCap,2
-4.247,3.32,7.19,-0.59,-0.28,1.1,-7.4241,S&P BSE MidCap,2
-4.086,3.3,7.16,-0.57,-0.27,1.1,-7.4241,S&P BSE MidCap,2
-3.739,3.41,7.31,-0.51,-0.24,1.1,-7.4241,S&P BSE MidCap,2
-1.588,2.78,6.86,-0.23,-0.09,1.08,-2.5418,S&P BSE MidCap,2
-3.693,2.94,6.54,-0.56,-0.29,1.09,-2.5418,S&P BSE MidCap,2
-2.595,3.23,6.63,-0.39,-0.22,1.1,-2.5418,S&P BSE MidCap,2
-4.377,3.02,6.51,-0.67,-0.37,1.09,-2.5418,S&P BSE MidCap,2
-1.299,2.66,6.49,-0.2,-0.13,1.08,-2.5418,S&P BSE MidCap,2
1.311,2.92,6.59,0.2,0.03,1.09,-2.5418,S&P BSE MidCap,2
1.007,2.94,6.59,0.15,0.04,1.09,-2.5418,S&P BSE MidCap,2
3.498,2.69,5.82,0.6,0.22,1.08,-2.4641,S&P BSE MidCap,2
3.566,2.65,5.82,0.61,0.2,1.08,-2.4641,S&P BSE MidCap,2
4.883,2.62,5.86,0.83,0.28,1.08,-2.4641,S&P BSE MidCap,2
6.838,2.34,5.7,1.2,0.38,1.07,-2.4641,S&P BSE MidCap,2
5.48,2.09,6.24,0.88,0.29,1.06,-2.4641,S&P BSE MidCap,2
6.663,2.16,6.42,1.04,0.37,1.06,-2.4641,S&P BSE MidCap,2
5.532,2.14,6.39,0.87,0.31,1.06,-2.4641,S&P BSE MidCap,2
5.822,2.11,6.39,0.91,0.34,1.05,-2.4641,S&P BSE MidCap,2
5.868,2.13,6.38,0.92,0.34,1.06,-2.4641,S&P BSE MidCap,2
3.063,2.25,6.07,0.5,0.14,1.06,-2.5555,S&P BSE MidCap,2
1.788,2.55,6.11,0.29,0.02,1.08,-3.475,S&P BSE MidCap,2
4.90600000000001,0.68,5.56,0.88,0.35,0.98,-2.4558,S&P BSE MidCap,2
6.502,1.13,5.59,1.16,0.4,1.0,-2.4558,S&P BSE MidCap,2
5.176,1.48,5.63,0.92,0.26,1.03,-2.276,S&P BSE MidCap,2
2.993,1.4,5.57,0.54,0.16,1.03,-3.0422,S&P BSE MidCap,2
4.608,1.77,5.48,0.84,0.2,1.06,-3.0422,S&P BSE MidCap,2
3.529,1.62,5.21,0.68,0.14,1.05,-3.0422,S&P BSE MidCap,2
3.832,1.48,5.24,0.73,0.18,1.04,-3.0421,S&P BSE MidCap,2
3.311,1.4,5.39,0.61,0.16,1.03,-3.0422,S&P BSE MidCap,2
1.742,1.06,5.38,0.32,0.12,1.01,-3.0422,S&P BSE MidCap,2
2.828,1.29,5.27,0.54,0.18,1.03,-3.0422,S&P BSE MidCap,2
1.724,1.34,5.0,0.34,0.09,1.04,-3.0421,S&P BSE MidCap,2
0.798,0.530000000000001,4.67,0.17,0.08,0.98,-3.0421,S&P BSE MidCap,2
0.501999999999999,0.56,4.7,0.11,0.06,0.98,-3.0422,S&P BSE MidCap,2
1.143,0.76,4.79,0.24,0.1,1.0,-3.0422,S&P BSE MidCap,2
2.506,1.16,5.16,0.49,0.19,1.02,-3.0422,S&P BSE MidCap,2
2.156,1.35,5.32,0.41,0.16,1.03,-3.0422,S&P BSE MidCap,2
4.858,2.12,4.8,1.01,0.33,1.11,-3.0422,S&P BSE MidCap,2
5.255,1.84,5.02,1.05,0.4,1.08,-3.0422,S&P BSE MidCap,2
6.234,1.9,5.07,1.23,0.46,1.08,-3.0422,S&P BSE MidCap,2
5.433,2.03,5.11,1.06,0.41,1.09,-3.7107,S&P BSE MidCap,2
7.846,2.37,5.18,1.51,0.54,1.11,-2.6005,S&P BSE MidCap,2
8.54,1.9,5.1,1.67,0.57,1.08,-1.7005,S&P BSE MidCap,2
11.544,1.74,5.29,2.18,0.76,1.06,-1.073,S&P BSE MidCap,2
11.949,1.89,5.16,2.32,0.79,1.08,-1.073,S&P BSE MidCap,2
-3.742,3.23,7.02,-0.53,-0.3,1.12,-5.248,S&P BSE MidCap,3
-2.88,3.33,7.24,-0.4,-0.24,1.12,-5.4217,S&P BSE MidCap,3
-1.358,4.23,7.9,-0.17,-0.17,1.16,-5.2817,S&P BSE MidCap,3
0.561999999999999,4.65,8.27,0.07,-0.05,1.18,-5.2817,S&P BSE MidCap,3
-1.464,4.81,8.21,-0.18,-0.23,1.19,-7.0041,S&P BSE MidCap,3
-1.867,4.92,8.25,-0.23,-0.34,1.21,-10.9296,S&P BSE MidCap,3
-0.942,4.9,8.3,-0.11,-0.28,1.2,-10.9296,S&P BSE MidCap,3
-0.123999999999999,5.03,8.11,-0.02,-0.23,1.22,-10.9296,S&P BSE MidCap,3
0.760999999999999,5.13,8.1,0.09,-0.28,1.24,-12.5496,S&P BSE MidCap,3
3.527,4.6,8.03,0.44,-0.06,1.2,-12.5496,S&P BSE MidCap,3
2.187,4.62,8.15,0.27,-0.12,1.21,-12.5496,S&P BSE MidCap,3
0.525000000000002,4.3,7.83,0.07,-0.2,1.19,-12.5496,S&P BSE MidCap,3
0.824999999999999,4.18,7.86,0.1,-0.15,1.18,-12.5496,S&P BSE MidCap,3
1.263,4.05,7.9,0.16,-0.09,1.17,-12.5496,S&P BSE MidCap,3
1.47,4.09,7.89,0.19,-0.13,1.17,-12.5496,S&P BSE MidCap,3
2.447,4.26,7.81,0.31,-0.05,1.19,-12.5496,S&P BSE MidCap,3
3.949,4.28,7.87,0.5,0.03,1.19,-12.5496,S&P BSE MidCap,3
4.722,3.96,7.88,0.6,0.16,1.16,-12.5496,S&P BSE MidCap,3
4.433,3.92,7.86,0.56,0.19,1.16,-12.5496,S&P BSE MidCap,3
4.228,3.94,7.86,0.54,0.16,1.16,-12.5496,S&P BSE MidCap,3
4.46,3.97,7.87,0.57,0.2,1.17,-12.5496,S&P BSE MidCap,3
4.202,3.94,7.84,0.54,0.19,1.16,-12.5496,S&P BSE MidCap,3
5.013,3.87,7.59,0.66,0.29,1.16,-11.0316,S&P BSE MidCap,3
6.235,3.3,7.32,0.85,0.41,1.13,2.5776,S&P BSE MidCap,3
7.153,2.97,7.23,0.99,0.45,1.1,2.5776,S&P BSE MidCap,3
8.258,3.1,7.22,1.14,0.52,1.11,2.5776,S&P BSE MidCap,3
8.077,3.04,7.25,1.11,0.5,1.11,2.5776,S&P BSE MidCap,3
9.762,2.63,6.94,1.41,0.61,1.08,4.5668,S&P BSE MidCap,3
13.311,2.15,6.31,2.11,0.83,1.07,4.5668,S&P BSE MidCap,3
14.553,2.12,6.33,2.3,0.89,1.06,4.5668,S&P BSE MidCap,3
14.344,2.17,6.33,2.27,0.9,1.07,4.5668,S&P BSE MidCap,3
14.397,2.42,6.29,2.29,0.91,1.09,4.5668,S&P BSE MidCap,3
11.684,2.75,6.14,1.9,0.72,1.12,4.5668,S&P BSE MidCap,3
9.374,2.87,6.27,1.5,0.59,1.12,4.5668,S&P BSE MidCap,3
10.928,2.61,6.11,1.79,0.66,1.11,4.5668,S&P BSE MidCap,3
11.279,2.62,6.1,1.85,0.67,1.11,4.5668,S&P BSE MidCap,3
10.728,2.58,6.1,1.76,0.65,1.11,4.5668,S&P BSE MidCap,3
10.538,2.63,6.04,1.74,0.62,1.11,4.5668,S&P BSE MidCap,3
7.215,1.75,5.78,1.25,0.49,1.05,4.5668,S&P BSE MidCap,3
