Annualized Excess Return %,Annualized Excess Volatility %,Tracking Error,Information Ratio,Alpha,Beta,Max Excess Dd,Statistical Factors,Rank,Rank_nr,Holding Yrs
2.339,0.94,1.55,1.51,-0.07,1.14,-0.00669999999999993,C,2Q,2,1
1.399,1.03,2.14,0.65,0.02,1.12,-0.3501,C,2Q,2,1
5.719,4.17,6.53,0.88,0.39,1.19,-4.0212,VG,2Q,2,3
0.663,0.52,2.72,0.24,0.05,1.02,1.0072,C,2Q,2,1
1.993,-0.809999999999999,2.82,0.71,0.17,0.95,2.004,C,2Q,2,1
6.367,3.91,6.82,0.93,0.34,1.16,-5.37560000000001,VCG,2Q,2,3
9.886,4.33,7.66,1.29,0.57,1.17,-5.5747,VCG,2Q,2,3
9.479,3.08,6.51,1.46,0.44,1.12,-4.5018,VCG,2Q,2,3
6.15,3.16,6.1,1.01,0.25,1.13,-4.5211,VCG,2Q,2,3
4.764,3.66,6.34,0.75,0.23,1.16,-4.4985,VCG,2Q,2,3
2.011,2.5,5.86,0.34,0.05,1.09,-4.392,VCG,2Q,2,3
3.085,2.37,5.88,0.52,0.11,1.09,-3.8633,VCG,2Q,2,3
2.418,3.43,6.18,0.39,0.08,1.15,-4.5578,VCG,2Q,2,3
3.226,4.17,6.84,0.47,0.06,1.18,-5.381,VCG,2Q,2,3
1.813,4.19,6.49,0.28,-0.04,1.19,-5.4654,VCG,2Q,2,3
3.244,4.05,6.1,0.53,-0.02,1.19,-4.8519,VCG,2Q,2,3
-7.771,1.47,5.46,-1.42,-0.74,1.04,-3.7147,C,2Q,2,1
0.0699999999999985,-0.639999999999997,3.04,0.02,0.02,0.95,1.5063,C,2Q,2,1
-8.574,3.03,5.02,-1.71,-1.04,1.11,-4.3867,C,2Q,2,1
-8.129,3.24,4.99,-1.63,-0.81,1.13,-4.0829,C,2Q,2,1
-8.289,3.91,5.6,-1.48,-0.71,1.15,-4.533,C,2Q,2,1
-7.365,3.85,5.26,-1.4,-0.79,1.15,-4.907,C,2Q,2,1
-7.636,2.58,4.9,-1.56,-0.57,1.11,-4.6124,C,2Q,2,1
-4.613,0.6,1.94,-2.38,-0.06,1.03,-4.7877,C,2Q,2,1
-1.855,0.369999999999999,2.47,-0.75,-0.17,1.01,-0.226699999999999,C,2Q,2,1
-1.354,-0.379999999999999,2.7,-0.5,0.07,0.94,0.8502,C,2Q,2,1
1.853,0.82,2.59,0.72,0.13,1.04,0.5403,C,2Q,2,1
1.127,0.75,2.88,0.39,0.09,1.03,-0.114699999999999,C,2Q,2,1
4.455,1.13,3.14,1.42,0.39,1.05,0.5189,C,2Q,2,1
6.792,-0.899999999999999,3.14,2.16,0.59,0.94,3.2955,C,2Q,2,1
3.566,-0.369999999999997,2.56,1.39,0.25,0.97,1.6352,C,2Q,2,1
-10.39,2.98,4.53,-2.29,-0.73,1.12,-3.8748,C,2Q,2,1
7.295,2.78,6.8,1.07,0.46,1.09,-4.5307,VG,2Q,2,3
1.831,0.0699999999999998,1.44,1.27,0.17,0.95,0.1875,C,2Q,2,1
-5.012,5.68,6.71,-0.75,-0.45,1.24,-4.7135,VCG,2Q,2,1
6.071,2.85,6.26,0.97,0.26,1.11,-5.0491,VG,2Q,2,3
9.485,4.9,8.25,1.15,0.48,1.2,-6.219,VG,2Q,2,3
12.734,4.35,8.72,1.46,0.83,1.15,-5.5045,VG,2Q,2,3
0.943000000000001,0.95,1.96,0.48,-0.16,1.14,-0.4768,VCG,2Q,2,1
0.84,0.17,1.84,0.46,0.13,0.98,0.7469,VCG,2Q,2,1
3.992,-0.67,2.03,1.97,0.27,0.89,0.719999999999999,VCG,2Q,2,1
4.103,-0.989999999999999,2.88,1.42,0.53,0.84,0.4421,VCG,2Q,2,1
6.968,-0.530000000000001,2.82,2.47,0.6,0.89,0.1401,VCG,2Q,2,1
9.27,-0.129999999999999,3.5,2.65,0.8,0.91,0.225399999999999,VCG,2Q,2,1
8.266,0.0899999999999999,3.84,2.15,0.69,0.92,0.0911999999999988,VCG,2Q,2,1
8.451,-0.84,4.26,1.98,0.87,0.81,0.269399999999999,VCG,2Q,2,1
-1.351,4.97,6.09,-0.22,-0.23,1.23,-5.381,VCG,2Q,2,2
-3.105,4.85,5.85,-0.53,-0.35,1.22,-5.4654,VCG,2Q,2,2
0.327,4.54,5.71,0.06,-0.19,1.21,-4.8519,VCG,2Q,2,2
-0.776000000000002,3.4,5.86,-0.13,-0.13,1.14,-5.004,VCG,2Q,2,2
2.483,4.57,7.01,0.35,-0.06,1.19,-6.0782,VCG,2Q,2,2
7.162,4.47,6.89,1.04,0.13,1.19,-4.8948,VCG,2Q,2,2
4.064,4.2,6.78,0.6,-0.2,1.17,-4.9876,VCG,2Q,2,2
3.164,3.55,6.85,0.46,-0.03,1.13,-5.0277,VCG,2Q,2,2
4.176,2.58,4.62,0.9,0.18,1.16,-2.3864,VCG,2Q,2,2
4.078,3.81,6.2,0.66,0.08,1.17,-4.145,VCG,2Q,2,2
5.629,-0.82,2.81,2.0,0.49,0.87,0.168099999999999,VCG,2Q,2,1
2.622,-1.09,3.41,0.77,0.61,0.83,0.6173,VCG,2Q,2,1
-2.622,4.07,5.27,-0.5,-0.17,1.19,-4.5578,VCG,2Q,2,2
3.954,0.33,3.83,1.03,0.16,0.98,-1.2998,VCG,2Q,2,1
0.004,2.89,4.92,0.0,-0.02,1.12,-3.8633,VCG,2Q,2,2
-0.944,2.81,4.85,-0.19,-0.13,1.13,-4.4985,VCG,2Q,2,2
2.36,2.39,4.33,0.55,0.07,1.15,-2.3512,VCG,2Q,2,2
3.239,2.19,4.17,0.78,0.17,1.13,-1.3863,VCG,2Q,2,2
1.7,1.98,3.75,0.45,0.06,1.13,-1.6259,VCG,2Q,2,2
0.439,0.709999999999999,3.33,0.13,-0.08,1.02,-0.958600000000001,VCG,2Q,2,2
-1.38,2.11,3.71,-0.37,-0.25,1.14,-2.7319,VG,2Q,2,3
-2.04,1.4,3.47,-0.59,-0.07,1.08,-4.41670000000001,VG,2Q,2,3
-1.558,3.46,4.83,-0.32,-0.27,1.2,-5.24590000000001,VG,2Q,2,3
10.393,6.01,10.54,0.99,0.57,1.22,-7.27030000000001,VG,2Q,2,3
7.85,5.83,10.25,0.77,0.64,1.22,-6.6066,VG,2Q,2,3
9.534,5.79,9.94,0.96,0.53,1.23,-6.3718,VG,2Q,2,3
9.775,6.98,11.12,0.88,0.5,1.28,-7.5195,VG,2Q,2,3
9.285,4.71,8.33,1.11,0.5,1.19,-4.9348,VG,2Q,2,3
11.269,4.85,8.6,1.31,0.62,1.19,-5.404,VG,2Q,2,3
3.768,1.75,4.57,0.82,0.24,1.08,-1.9899,VCG,2Q,2,2
7.895,2.37,5.36,1.47,0.51,1.11,-2.2778,VCG,2Q,2,2
-4.999,6.68,7.8,-0.64,-0.63,1.27,-5.8126,VCG,2Q,2,1
0.879,2.78,4.32,0.2,-0.07,1.16,-3.0521,VCG,2Q,2,2
1.502,1.71,3.83,0.39,0.1,1.09,-1.4667,VCG,2Q,2,2
2.572,1.46,4.23,0.61,0.13,1.06,-1.0406,VCG,2Q,2,2
1.228,1.16,3.91,0.31,0.05,1.05,-1.5107,VCG,2Q,2,2
2.048,1.23,4.21,0.49,0.17,1.05,-0.927000000000003,VCG,2Q,2,2
2.817,0.27,3.49,0.81,0.24,0.99,0.222299999999997,VCG,2Q,2,2
0.59,0.580000000000002,3.47,0.17,0.07,1.01,-1.0584,VCG,2Q,2,2
-1.093,2.75,4.84,-0.23,-0.2,1.12,-4.392,VCG,2Q,2,2
1.13,0.0800000000000001,3.93,0.29,0.09,0.96,-1.3724,VCG,2Q,2,1
1.825,4.2,7.39,0.25,0.06,1.16,-4.69090000000001,VCG,2Q,2,2
4.777,1.47,4.03,1.19,0.4,1.06,0.222299999999997,VCG,2Q,2,1
-5.95,6.03,7.05,-0.84,-0.53,1.25,-5.4014,VCG,2Q,2,1
-4.206,4.81,5.78,-0.73,-0.4,1.2,-4.145,VCG,2Q,2,1
-7.676,4.57,5.81,-1.32,-0.52,1.21,-4.69090000000001,VCG,2Q,2,1
-6.079,0.58,2.04,-2.98,-0.35,1.03,-2.4324,VCG,2Q,2,1
-5.104,1.45,2.13,-2.4,-0.53,1.11,-0.909,VCG,2Q,2,1
-3.153,2.13,2.9,-1.09,-0.46,1.17,-1.0008,VCG,2Q,2,1
-0.973000000000003,2.8,3.85,-0.25,-0.38,1.19,0.013399999999999,VCG,2Q,2,1
-0.904,2.87,3.83,-0.24,-0.19,1.15,-0.456499999999998,VCG,2Q,2,1
2.665,1.53,4.4,0.61,0.24,1.07,-0.927000000000003,VCG,2Q,2,1
-1.371,3.86,4.52,-0.3,-0.23,1.21,-1.1972,VCG,2Q,2,1
5.15,1.91,4.68,1.1,0.35,1.09,-2.1145,VCG,2Q,2,2
5.304,5.29,7.9,0.67,0.0,1.23,-6.27480000000001,VCG,2Q,2,2
4.025,4.22,6.57,0.61,0.04,1.19,-4.7135,VCG,2Q,2,2
3.341,4.59,6.89,0.48,-0.03,1.21,-5.4014,VCG,2Q,2,2
-1.42,4.1,4.84,-0.29,-0.1,1.2,-2.8318,VCG,2Q,2,1
4.035,4.75,7.44,0.54,-0.01,1.21,-5.8126,VCG,2Q,2,2
-3.123,3.69,4.47,-0.7,-0.28,1.18,-2.386,VCG,2Q,2,1
1.09,2.01,4.01,0.27,-0.02,1.09,-0.481900000000003,VCG,2Q,2,1
0.759,1.91,3.82,0.2,-0.15,1.09,-0.638400000000001,VCG,2Q,2,1
1.409,3.08,4.15,0.34,-0.02,1.17,-1.432,VCG,2Q,2,1
2.279,2.65,3.89,0.59,0.09,1.14,-0.6264,VCG,2Q,2,1
-2.344,3.49,4.33,-0.54,-0.12,1.17,-2.2694,VCG,2Q,2,1
54.528,20.07,25.3,2.16,0.58,1.85,-6.8513,V,3Q,3,1
14.097,2.05,10.01,1.41,0.81,0.97,-1.797,G,3Q,3,3
12.575,3.19,9.52,1.32,0.81,1.06,-2.5962,G,3Q,3,3
5.664,3.07,14.88,0.38,2.09,0.4,-6.3057,V,3Q,3,1
50.455,19.9,26.7,1.89,1.71,1.6,-9.0448,V,3Q,3,1
36.126,19.27,24.53,1.47,1.04,1.79,-4.2761,V,3Q,3,1
7.895,6.54,10.66,0.74,0.35,1.25,-4.80710000000001,G,3Q,3,3
5.747,2.33,5.0,1.15,0.3,1.13,-2.8379,G,3Q,3,3
6.487,2.87,5.57,1.16,0.35,1.17,-3.9167,G,3Q,3,3
2.515,0.24,4.59,0.55,0.2,0.93,1.1762,G,3Q,3,3
11.168,4.76,10.33,1.08,0.76,1.13,-2.5944,G,3Q,3,3
8.211,10.74,13.17,0.62,0.39,1.36,-6.6278,VG,3Q,3,1
6.438,7.86,10.97,0.59,0.0,1.27,-5.8245,VG,3Q,3,1
3.3,2.19,4.71,0.7,0.15,1.12,-2.8051,G,3Q,3,3
11.586,10.04,12.26,0.95,0.26,1.34,-6.60400000000001,VG,3Q,3,1
11.427,5.54,10.12,1.13,0.69,1.19,-4.3043,G,3Q,3,3
11.167,6.32,10.4,1.07,0.58,1.24,-4.64550000000001,G,3Q,3,3
10.519,6.45,10.54,1.0,0.64,1.25,-4.20350000000001,G,3Q,3,3
12.554,5.96,9.23,1.36,0.9,1.25,-4.0438,G,3Q,3,3
18.214,6.7,10.56,1.72,1.06,1.27,-5.3628,G,3Q,3,3
26.913,8.62,13.54,1.99,1.74,1.3,-6.8001,G,3Q,3,3
23.359,6.09,10.61,2.2,1.37,1.22,-5.31,G,3Q,3,3
18.588,4.51,8.97,2.07,1.16,1.16,-3.8791,G,3Q,3,3
10.904,3.26,6.37,1.71,0.69,1.14,-2.41370000000001,G,3Q,3,3
21.513,7.43,12.19,1.76,1.28,1.27,-6.297,G,3Q,3,3
10.733,3.5,6.42,1.67,0.68,1.15,-2.4614,G,3Q,3,3
5.413,5.95,7.69,0.7,0.21,1.31,-5.3819,G,3Q,3,3
3.051,6.23,7.71,0.4,0.08,1.33,-6.2074,G,3Q,3,3
3.139,5.93,7.36,0.43,0.03,1.31,-5.5974,G,3Q,3,3
0.236,6.18,7.58,0.03,-0.11,1.36,-6.4858,G,3Q,3,3
-0.753,6.11,7.85,-0.1,-0.09,1.39,-6.61360000000001,G,3Q,3,3
2.266,6.03,7.65,0.3,-0.17,1.42,-7.2911,G,3Q,3,3
3.384,4.96,6.64,0.51,-0.02,1.34,-6.3253,G,3Q,3,3
1.99,6.23,7.67,0.26,-0.24,1.44,-9.1939,G,3Q,3,3
5.859,5.37,7.26,0.81,0.08,1.36,-6.9988,G,3Q,3,3
3.027,3.72,5.95,0.51,0.1,1.23,-5.3932,G,3Q,3,3
4.49,1.21,4.42,1.02,0.32,1.04,-2.1049,G,3Q,3,3
10.763,5.07,9.19,1.17,0.42,1.19,-3.6865,G,3Q,3,3
3.833,2.06,4.85,0.79,0.26,1.1,-2.0697,G,3Q,3,3
2.626,6.06,7.7,0.34,-0.24,1.42,-9.033,G,3Q,3,3
2.817,0.0599999999999996,1.47,1.92,0.38,0.95,0.2019,C,3Q,3,1
1.385,1.06,2.02,0.69,-0.1,1.13,-0.7796,C,3Q,3,1
-7.601,3.14,4.87,-1.56,-0.6,1.12,-4.16650000000001,C,3Q,3,1
-7.694,2.85,4.72,-1.63,-0.77,1.11,-4.1248,C,3Q,3,1
-11.322,3.9,5.56,-2.04,-0.84,1.15,-4.8143,C,3Q,3,1
-9.098,2.8,5.43,-1.68,-1.06,1.1,-3.9907,C,3Q,3,1
-5.976,2.33,5.48,-1.09,-0.61,1.07,-3.93940000000001,C,3Q,3,1
-5.423,1.69,5.44,-1.0,-0.56,1.05,-4.4303,C,3Q,3,1
-5.557,1.96,6.5,-0.85,-0.48,1.05,-4.0728,C,3Q,3,1
-1.028,-1.68,5.67,-0.18,0.79,0.86,-3.9412,C,3Q,3,1
9.097,-1.32,5.73,1.59,0.87,0.88,-1.0613,C,3Q,3,1
9.382,-0.450000000000001,5.9,1.59,1.06,0.89,-1.1057,C,3Q,3,1
8.953,-0.91,6.49,1.38,0.94,0.85,-1.4383,C,3Q,3,1
6.551,-1.42,5.81,1.13,1.2,0.84,2.8057,C,3Q,3,1
4.895,-0.44,7.12,0.69,0.87,0.86,2.7291,C,3Q,3,1
8.305,0.23,5.94,1.4,0.81,0.93,2.6669,C,3Q,3,1
-6.613,4.06,5.41,-1.22,-0.73,1.16,-4.92870000000001,C,3Q,3,1
7.059,1.39,5.71,1.24,0.47,1.01,1.1037,C,3Q,3,1
-1.854,0.93,5.39,-0.34,0.05,0.97,0.1395,C,3Q,3,1
-14.017,14.24,17.05,-0.82,-1.45,1.54,-9.4102,V,3Q,3,1
-8.792,16.51,18.85,-0.47,-1.34,1.63,-12.6405,V,3Q,3,1
-8.887,13.29,15.16,-0.59,-1.26,1.51,-9.57700000000001,V,3Q,3,1
-19.864,14.84,17.75,-1.12,-2.27,1.52,-12.5799,V,3Q,3,1
-2.135,17.06,20.61,-0.1,-1.06,1.58,-12.5866,V,3Q,3,1
-5.642,18.17,21.74,-0.26,-0.58,1.57,-10.8414,V,3Q,3,1
8.712,21.82,24.95,0.35,-0.46,1.71,-12.7915,V,3Q,3,1
7.063,9.38,15.43,0.46,1.54,1.29,-13.0155,V,3Q,3,1
99.014,20.32,25.8,3.84,2.65,1.74,-15.4727,V,3Q,3,1
52.663,16.39,23.6,2.23,2.18,1.45,-16.9329,V,3Q,3,1
48.004,14.82,22.05,2.18,1.74,1.4,-16.3607,V,3Q,3,1
42.844,16.12,24.08,1.78,2.13,1.37,-0.7094,V,3Q,3,1
39.182,17.82,23.53,1.67,2.02,1.66,-4.6156,V,3Q,3,1
3.094,2.49,5.46,0.57,-0.04,1.12,-0.480399999999999,C,3Q,3,1
-5.302,2.88,4.67,-1.14,-0.36,1.13,-4.5855,C,3Q,3,1
-4.773,0.129999999999999,2.2,-2.17,-0.1,1.0,-4.8982,C,3Q,3,1
-1.488,-0.48,2.17,-0.69,-0.02,0.94,-0.108499999999999,C,3Q,3,1
1.393,1.58,2.57,0.54,-0.13,1.2,-0.8293,C,3Q,3,1
3.42,0.96,2.02,1.69,0.11,1.11,-0.110300000000001,C,3Q,3,1
2.048,0.77,1.95,1.05,0.11,1.09,-0.1246,C,3Q,3,1
0.0990000000000002,0.94,1.88,0.05,-0.13,1.12,-0.5402,C,3Q,3,1
0.823,0.71,1.54,0.53,-0.09,1.1,-0.4516,C,3Q,3,1
3.663,0.4,1.25,2.93,0.14,1.05,0.1243,C,3Q,3,1
3.196,-0.04,1.28,2.5,0.3,0.93,0.4746,C,3Q,3,1
2.118,0.260000000000001,1.79,1.18,0.25,0.97,0.4149,C,3Q,3,1
0.602,-0.29,1.95,0.31,0.08,0.93,0.620199999999999,C,3Q,3,1
3.888,-0.31,1.75,2.22,0.21,0.94,0.5044,C,3Q,3,1
4.082,-1.41,2.86,1.43,0.5,0.8,0.566599999999999,C,3Q,3,1
1.948,-1.45,3.18,0.61,0.34,0.79,0.605399999999999,C,3Q,3,1
1.189,-1.2,3.05,0.39,0.24,0.82,0.592599999999999,C,3Q,3,1
0.0439999999999987,-1.57,2.97,0.01,0.2,0.79,0.6998,C,3Q,3,1
-1.483,-1.1,3.16,-0.47,0.13,0.83,0.597,C,3Q,3,1
-2.527,-1.29,2.86,-0.88,0.09,0.83,0.930099999999999,C,3Q,3,1
-2.398,-1.59,3.25,-0.74,0.04,0.79,-0.753,C,3Q,3,1
-0.539000000000001,-0.739999999999998,2.48,-0.22,0.17,0.92,1.0403,C,3Q,3,1
1.621,-0.109999999999999,2.45,0.66,0.23,0.98,0.8651,C,3Q,3,1
-0.133000000000001,0.469999999999999,2.43,-0.05,0.04,1.02,0.1305,C,3Q,3,1
1.115,1.14,2.37,0.47,0.1,1.06,0.421900000000001,C,3Q,3,1
3.582,-0.0199999999999996,2.5,1.43,0.26,0.99,2.3044,C,3Q,3,1
1.704,0.630000000000003,2.8,0.61,0.12,1.02,0.880399999999998,C,3Q,3,1
3.367,1.11,1.89,1.78,0.07,1.15,-0.9096,C,3Q,3,1
0.861000000000001,-0.0299999999999976,2.46,0.35,0.07,0.99,0.987699999999997,C,3Q,3,1
-0.302,1.22,2.73,-0.11,-0.04,1.06,0.0924999999999976,C,3Q,3,1
-0.291,1.2,3.02,-0.1,0.01,1.06,0.866399999999999,C,3Q,3,1
1.441,1.59,2.55,0.57,-0.01,1.09,-0.4008,C,3Q,3,1
0.513,0.58,2.45,0.21,-0.05,1.03,-0.264800000000001,C,3Q,3,1
-1.314,-0.59,2.66,-0.49,-0.09,0.93,0.393199999999997,C,3Q,3,1
-2.555,-1.52,2.93,-0.87,-0.31,0.86,-0.398099999999999,C,3Q,3,1
0.689,-0.0199999999999996,2.75,0.25,0.06,0.99,1.0929,C,3Q,3,1
-7.926,1.29,6.0,-1.32,-0.56,1.02,-3.6992,C,3Q,3,1
-1.075,1.25,2.48,-0.43,-0.03,1.07,0.188999999999997,C,3Q,3,1
-10.378,13.88,16.38,-0.63,-0.98,1.52,-9.3134,V,3Q,3,1
0.790999999999997,-0.260000000000002,7.35,0.11,0.61,0.9,-0.6793,G,3Q,3,1
-0.447000000000003,-0.420000000000002,7.74,-0.06,0.54,0.84,-0.8317,G,3Q,3,1
11.733,-0.18,6.43,1.82,0.98,0.9,-1.1775,G,3Q,3,1
12.858,-0.56,6.55,1.96,0.75,0.87,-1.3298,G,3Q,3,1
3.816,-1.85,7.83,0.49,0.77,0.75,-1.3114,G,3Q,3,1
14.145,-1.19,6.23,2.27,1.2,0.82,-0.5029,G,3Q,3,1
4.205,-1.65,6.07,0.69,1.03,0.75,-2.4335,G,3Q,3,1
3.642,-0.76,5.99,0.61,0.64,0.84,-4.7546,G,3Q,3,1
9.004,-0.23,5.36,1.68,0.87,0.86,-3.4942,G,3Q,3,1
1.844,1.94,4.21,0.44,0.01,1.11,-2.7246,VG,3Q,3,3
3.24,2.16,4.84,0.67,0.11,1.11,-3.0822,VG,3Q,3,3
2.41,2.24,4.92,0.49,0.05,1.12,-2.9156,VG,3Q,3,3
5.02,2.44,4.85,1.04,0.21,1.14,-2.7395,VG,3Q,3,3
3.079,3.38,5.33,0.58,0.15,1.22,-4.4983,VG,3Q,3,3
1.306,2.23,3.92,0.33,0.03,1.15,-3.7844,VG,3Q,3,3
3.618,2.93,4.64,0.78,0.15,1.2,-4.0413,VG,3Q,3,3
4.02,3.04,4.62,0.87,0.1,1.21,-4.8416,VG,3Q,3,3
22.09,2.15,7.33,3.01,1.38,1.04,-1.869,G,3Q,3,1
4.194,2.25,4.06,1.03,0.2,1.16,-3.6657,VG,3Q,3,3
14.44,0.57,4.5,3.21,1.06,1.01,-1.2933,G,3Q,3,1
15.013,0.82,6.68,2.25,1.04,1.0,-1.5702,G,3Q,3,1
1.219,4.44,7.46,0.16,0.06,1.19,-4.1129,G,3Q,3,1
1.355,5.11,7.26,0.19,0.11,1.23,-5.0775,G,3Q,3,1
2.237,3.47,5.85,0.38,0.14,1.15,-4.4705,G,3Q,3,1
-0.832,3.01,5.9,-0.14,0.27,1.12,-3.9013,G,3Q,3,1
6.197,-2.19,7.64,0.81,0.75,0.79,1.3717,G,3Q,3,1
1.334,-1.13,7.01,0.19,0.21,0.86,0.0585000000000004,G,3Q,3,1
-2.468,-2.3,5.81,-0.42,0.41,0.75,1.5653,G,3Q,3,1
1.61,-2.02,7.1,0.23,0.55,0.67,2.264,G,3Q,3,1
4.206,-4.02,7.72,0.54,0.63,0.51,1.2123,G,3Q,3,1
5.716,-4.66,8.48,0.67,0.65,0.6,0.135799999999996,G,3Q,3,1
8.096,-1.03,7.3,1.11,0.36,0.88,-1.10910000000001,G,3Q,3,1
2.865,-1.22,7.81,0.37,-0.01,0.89,-1.0152,G,3Q,3,1
1.591,2.73,9.01,0.18,0.23,1.05,-1.9892,G,3Q,3,1
8.623,4.19,8.31,1.04,0.52,1.13,-3.7672,G,3Q,3,1
2.14,1.74,7.96,0.27,0.45,1.02,-0.7044,G,3Q,3,1
7.006,4.19,7.74,0.91,0.11,1.14,-4.1043,G,3Q,3,1
14.365,1.61,7.14,2.01,0.97,1.03,-2.24310000000001,G,3Q,3,1
22.065,5.12,7.57,2.91,1.34,1.17,-4.76300000000001,G,3Q,3,1
5.55,2.86,4.68,1.19,0.25,1.21,-4.4895,VG,3Q,3,3
4.542,2.22,4.11,1.11,0.25,1.15,-3.2921,VG,3Q,3,3
14.656,4.02,7.93,1.85,1.44,1.15,-7.0425,VG,3Q,3,1
-2.086,2.76,4.97,-0.42,-0.26,1.12,-4.5788,VCG,3Q,3,2
-1.051,2.71,5.13,-0.2,-0.11,1.11,-4.1877,VCG,3Q,3,2
-2.297,3.78,5.23,-0.44,-0.15,1.17,-4.2393,VCG,3Q,3,2
-0.842000000000001,4.51,6.02,-0.14,-0.16,1.2,-5.6467,VCG,3Q,3,2
0.659000000000001,4.68,6.11,0.11,-0.02,1.2,-5.09840000000001,VCG,3Q,3,2
3.64,4.46,6.1,0.6,0.06,1.2,-5.4219,VCG,3Q,3,2
1.897,4.17,6.47,0.29,0.04,1.17,-5.5908,VCG,3Q,3,2
2.982,4.44,6.72,0.44,-0.01,1.19,-5.73240000000001,VCG,3Q,3,2
7.571,4.74,6.81,1.11,0.08,1.21,-5.189,VCG,3Q,3,2
4.159,4.54,7.15,0.58,-0.25,1.19,-5.4935,VCG,3Q,3,2
3.811,3.54,7.05,0.54,0.01,1.13,-4.77030000000001,VCG,3Q,3,2
3.557,4.35,7.04,0.51,0.18,1.18,-4.94560000000001,VCG,3Q,3,2
2.452,4.23,7.0,0.35,-0.02,1.18,-4.9127,VCG,3Q,3,2
3.786,4.42,7.21,0.53,0.02,1.19,-5.2388,VCG,3Q,3,2
2.476,4.59,7.77,0.32,-0.07,1.19,-5.2649,VCG,3Q,3,2
4.141,5.1,7.7,0.54,-0.02,1.22,-6.2336,VCG,3Q,3,2
4.917,5.33,7.74,0.64,-0.03,1.24,-6.34330000000001,VCG,3Q,3,2
-1.355,3.2,5.13,-0.26,-0.16,1.15,-4.8075,VCG,3Q,3,2
1.1,0.350000000000001,3.35,0.33,0.15,1.0,-1.8478,VCG,3Q,3,2
2.163,0.789999999999999,4.03,0.54,0.15,1.02,-0.644600000000001,VCG,3Q,3,2
2.276,1.0,4.04,0.56,0.2,1.03,-0.6814,VCG,3Q,3,2
49.886,8.49,12.97,3.85,1.84,1.32,-6.1113,VG,3Q,3,1
26.89,5.08,10.72,2.51,1.47,1.14,-5.8339,VG,3Q,3,1
29.868,5.13,11.05,2.7,1.39,1.13,-5.4177,VG,3Q,3,1
27.851,5.26,11.9,2.34,1.51,1.1,0.614800000000001,VG,3Q,3,1
21.52,6.21,11.62,1.85,1.46,1.2,0.718999999999999,VG,3Q,3,1
25.134,7.15,11.62,2.16,1.1,1.3,0.676600000000001,VG,3Q,3,1
29.135,7.31,11.95,2.44,0.79,1.3,0.17,VG,3Q,3,1
27.196,7.45,13.39,2.03,1.26,1.21,-2.107,VG,3Q,3,1
-3.052,5.04,7.57,-0.4,-0.29,1.24,-5.444,G,3Q,3,1
7.334,-0.960000000000001,8.34,0.88,1.46,0.63,-0.9646,VG,3Q,3,1
3.185,2.49,4.5,0.71,0.09,1.15,-1.8824,VCG,3Q,3,2
3.851,2.3,4.96,0.78,0.24,1.11,-2.3141,VCG,3Q,3,2
4.163,2.2,4.9,0.85,0.24,1.1,-2.0524,VCG,3Q,3,2
7.539,2.4,5.37,1.4,0.49,1.11,-2.4651,VCG,3Q,3,2
0.696999999999999,2.11,3.93,0.18,-0.04,1.12,-2.6881,VCG,3Q,3,2
0.905,2.09,3.74,0.24,0.02,1.12,-2.0168,VCG,3Q,3,2
2.45,1.87,4.36,0.56,0.11,1.09,-1.5363,VCG,3Q,3,2
1.762,1.91,4.28,0.41,0.06,1.1,-2.2205,VCG,3Q,3,2
1.029,2.03,3.94,0.26,-0.03,1.12,-1.8149,VCG,3Q,3,2
-13.231,15.57,17.96,-0.74,-1.31,1.58,-10.6628,V,3Q,3,1
1.994,5.34,8.21,0.24,0.02,1.25,-5.3813,G,3Q,3,1
5.93,5.21,7.78,0.76,0.22,1.25,-4.356,G,3Q,3,1
5.244,3.77,10.53,0.5,0.98,0.82,0.0718999999999994,V,3Q,3,1
7.453,3.14,10.06,0.74,0.45,0.79,-0.0106000000000002,V,3Q,3,1
2.575,2.75,10.01,0.26,0.25,0.73,0.0744999999999987,V,3Q,3,1
-8.745,0.9,8.45,-1.03,-0.41,0.66,0.534599999999999,V,3Q,3,1
-8.915,0.779999999999999,5.98,-1.49,-0.83,0.82,1.0871,V,3Q,3,1
-6.389,1.26,4.69,-1.36,-0.62,1.0,0.0640000000000001,V,3Q,3,1
-8.898,2.21,4.21,-2.11,-0.69,1.15,-0.7184,V,3Q,3,1
0.0420000000000016,2.52,4.8,0.01,-0.13,1.11,0.0712000000000002,V,3Q,3,1
-4.675,0.58,2.83,-1.65,-0.36,0.89,-0.3467,V,3Q,3,1
-4.914,2.44,3.83,-1.28,-0.79,1.33,-0.9796,V,3Q,3,1
8.245,4.45,7.15,1.15,0.04,1.29,-1.1715,V,3Q,3,1
5.162,4.69,7.44,0.69,0.22,1.31,-0.4519,V,3Q,3,1
-2.639,7.15,9.36,-0.28,-0.56,1.26,-6.25810000000001,VG,3Q,3,1
7.908,6.11,9.52,0.83,0.48,1.25,-0.606800000000001,V,3Q,3,1
15.277,6.58,9.65,1.58,0.41,1.41,-0.6084,V,3Q,3,1
6.025,5.11,7.67,0.79,0.15,1.4,-4.2967,V,3Q,3,1
7.561,5.9,8.42,0.9,0.2,1.48,-5.0993,V,3Q,3,1
10.807,2.41,10.42,1.04,1.44,0.67,-0.201500000000001,V,3Q,3,1
