Annualized Excess Return %,Annualized Excess Volatility %,Tracking Error,Information Ratio,Alpha,Beta,Max Excess Dd,Statistical Factors,Rank,Rank_nr,Holding Yrs
1.32,12.1,15.53,0.08,-0.39,1.48,-12.2857,V,4Q,4,2
1.364,12.47,15.05,0.09,-0.34,1.53,-10.1733,V,4Q,4,2
11.038,14.6,17.55,0.63,-0.16,1.63,-12.1502,V,4Q,4,2
5.443,13.69,16.87,0.32,-0.28,1.59,-11.4183,V,4Q,4,2
2.327,14.22,17.45,0.13,-0.4,1.61,-12.0351,V,4Q,4,2
13.519,15.02,18.48,0.73,-0.13,1.63,-13.7874,V,4Q,4,2
4.634,5.22,8.26,0.56,0.13,1.29,-7.1296,V,4Q,4,3
12.24,12.69,15.82,0.77,-0.12,1.55,-11.7929,V,4Q,4,2
4.694,13.39,17.26,0.27,-0.32,1.52,-13.2704,V,4Q,4,2
2.131,-0.41,2.79,0.76,0.45,0.92,0.141999999999999,VCG,4Q,4,1
5.126,-1.04,3.72,1.38,0.52,0.82,0.0855999999999995,VCG,4Q,4,1
5.603,-0.59,4.48,1.25,0.68,0.82,0.183199999999999,VCG,4Q,4,1
6.344,0.0600000000000005,4.14,1.53,0.61,0.9,0.214599999999999,VCG,4Q,4,1
3.633,2.93,6.24,0.58,0.16,1.11,-4.3035,VG,4Q,4,3
1.84,3.25,6.24,0.29,-0.05,1.13,-5.1073,VG,4Q,4,3
4.14,4.19,7.14,0.58,0.17,1.18,-5.4662,VG,4Q,4,3
6.312,3.73,6.78,0.93,0.34,1.15,-4.5964,VG,4Q,4,3
6.292,4.29,7.14,0.88,0.28,1.18,-5.04810000000001,VG,4Q,4,3
8.259,4.23,7.13,1.16,0.26,1.18,-5.2564,VG,4Q,4,3
7.249,4.75,7.47,0.97,0.24,1.21,-4.8386,VG,4Q,4,3
-0.679000000000002,11.25,15.97,-0.04,-0.45,1.41,-12.2175,V,4Q,4,2
-3.502,2.3,3.18,-1.1,-0.56,1.18,-1.3117,VG,4Q,4,1
18.014,5.59,11.23,1.6,1.12,1.16,1.2031,VCG,4Q,4,1
4.259,3.95,6.87,0.62,0.21,1.17,-4.5665,VG,4Q,4,3
0.588999999999999,1.19,2.86,0.21,-0.08,1.09,-1.0964,VG,4Q,4,1
5.18,1.07,2.99,1.73,0.31,1.03,-0.8494,VG,4Q,4,1
4.515,-0.0899999999999999,2.44,1.85,0.55,0.77,-0.5909,VG,4Q,4,1
8.084,1.85,3.5,2.31,0.22,1.19,-0.6629,VG,4Q,4,1
4.771,2.14,3.26,1.46,-0.06,1.29,-0.7609,VG,4Q,4,1
3.693,1.93,2.96,1.25,0.03,1.26,-0.9448,VG,4Q,4,1
7.301,2.55,4.02,1.82,0.25,1.3,-0.2228,VG,4Q,4,1
9.916,2.79,3.99,2.49,0.17,1.34,-0.4847,VG,4Q,4,1
7.117,5.43,7.45,0.96,0.27,1.35,-6.8502,G,4Q,4,2
19.826,8.84,11.53,1.72,0.25,1.71,-0.9091,V,4Q,4,1
10.696,6.82,10.08,1.06,0.55,1.35,-0.5872,V,4Q,4,1
-0.0590000000000011,4.37,7.09,-0.01,-0.17,1.28,-0.9664,V,4Q,4,1
0.816000000000001,5.28,7.93,0.1,-0.6,1.38,-1.7024,V,4Q,4,1
-1.128,4.78,6.49,-0.17,-0.88,1.59,-2.377,V,4Q,4,1
-1.108,0.44,3.04,-0.36,0.04,0.8,-1.8316,V,4Q,4,1
2.675,2.09,4.78,0.56,0.24,0.95,-1.0552,V,4Q,4,1
-4.405,2.54,4.8,-0.92,-0.4,1.12,-0.8209,V,4Q,4,1
-7.938,1.47,5.71,-1.39,-0.25,0.77,1.1207,V,4Q,4,1
-5.074,2.2,7.28,-0.7,-0.58,0.89,0.4796,V,4Q,4,1
-3.97,2.37,8.99,-0.44,-0.14,0.8,-0.101600000000001,V,4Q,4,1
1.962,1.84,9.07,0.22,0.31,0.71,-0.231,V,4Q,4,1
7.265,2.48,9.96,0.73,0.43,0.71,-0.025500000000001,V,4Q,4,1
1.015,3.44,10.83,0.09,0.72,0.73,0.123099999999999,V,4Q,4,1
6.965,2.94,11.75,0.59,1.29,0.57,-0.1106,V,4Q,4,1
-3.325,1.11,8.92,-0.37,0.27,0.68,-0.5924,V,4Q,4,1
2.824,0.85,2.38,1.19,0.01,1.07,0.203999999999999,VG,4Q,4,1
5.105,0.369999999999999,3.11,1.64,0.23,0.97,0.125299999999999,VG,4Q,4,1
4.26,-0.18,3.39,1.26,0.49,0.91,-0.0223000000000013,VG,4Q,4,1
8.959,-0.380000000000001,3.53,2.54,0.6,0.88,-0.0143000000000004,VG,4Q,4,1
-0.576000000000001,3.94,4.92,-0.12,-0.26,1.21,-1.4526,VG,4Q,4,1
3.916,3.61,4.89,0.8,0.04,1.19,-1.1347,VG,4Q,4,1
0.681,3.23,4.25,0.16,0.1,1.15,-0.953400000000002,VG,4Q,4,1
0.727,2.28,3.53,0.21,0.05,1.11,-1.3869,VG,4Q,4,1
-1.253,2.36,3.9,-0.32,-0.08,1.11,-1.8859,VG,4Q,4,1
-1.61,2.07,3.83,-0.42,-0.18,1.1,-2.0378,VG,4Q,4,1
-0.35,1.53,3.96,-0.09,-0.12,1.07,-0.519000000000002,VG,4Q,4,1
-0.0790000000000006,2.92,4.89,-0.02,-0.01,1.15,-1.6761,VG,4Q,4,1
2.992,3.47,4.84,0.62,0.26,1.19,-1.8498,VG,4Q,4,1
5.735,3.31,5.85,0.98,0.44,1.16,-1.714,VG,4Q,4,1
2.746,1.54,4.34,0.63,0.15,1.07,-1.4024,VCG,4Q,4,2
1.585,1.43,4.04,0.39,0.13,1.06,-1.0084,VCG,4Q,4,2
6.135,1.39,7.59,0.81,0.66,0.84,-1.3829,V,4Q,4,1
1.607,2.14,4.39,0.37,0.03,1.11,-2.3669,VCG,4Q,4,2
0.101,2.58,3.97,0.03,-0.05,1.15,-2.7813,VCG,4Q,4,2
2.571,2.76,4.91,0.52,0.16,1.15,-2.8923,VCG,4Q,4,2
5.644,2.67,5.56,1.02,0.36,1.13,-2.725,VCG,4Q,4,2
3.612,2.26,4.97,0.73,0.2,1.11,-1.9336,VCG,4Q,4,2
3.754,1.46,4.68,0.8,0.25,1.05,-0.977500000000003,VG,4Q,4,1
1.359,1.4,5.21,0.26,0.24,1.03,-2.3864,VG,4Q,4,1
2.158,1.41,4.47,0.48,0.17,1.06,-1.8695,VG,4Q,4,1
2.755,0.390000000000001,3.17,0.87,0.52,0.99,-1.6829,VG,4Q,4,1
1.245,-0.24,3.16,0.39,0.25,0.92,-0.1882,VG,4Q,4,1
7.677,-0.209999999999999,5.05,1.52,0.79,0.83,-0.279300000000001,VG,4Q,4,1
6.03,0.130000000000001,4.14,1.46,0.75,0.91,0.0235000000000003,VG,4Q,4,1
8.329,0.130000000000001,4.27,1.95,0.59,0.9,-0.136000000000001,VG,4Q,4,1
1.259,2.27,4.45,0.28,-0.01,1.12,-2.1572,VCG,4Q,4,2
2.842,0.779999999999999,6.88,0.41,0.22,0.91,-1.9975,V,4Q,4,1
-2.373,0.369999999999999,6.88,-0.34,0.04,0.88,-2.426,V,4Q,4,1
2.384,1.63,7.35,0.32,0.03,0.99,0.226499999999998,V,4Q,4,1
32.046,17.88,22.83,1.4,0.77,1.76,-3.4843,V,4Q,4,1
49.342,19.3,24.71,2.0,0.63,1.78,-6.6821,V,4Q,4,1
56.784,19.88,26.68,2.13,1.76,1.6,-9.2472,V,4Q,4,1
6.752,4.69,16.6,0.41,2.46,0.38,-7.5072,V,4Q,4,1
4.12,2.59,4.4,0.94,0.15,1.17,-4.6206,VG,4Q,4,3
5.124,2.77,4.63,1.11,0.24,1.18,-4.849,VG,4Q,4,3
4.235,2.54,4.05,1.05,0.19,1.17,-3.7031,VG,4Q,4,3
3.587,2.87,4.57,0.78,0.2,1.19,-3.8945,VG,4Q,4,3
5.504,2.81,5.06,1.09,0.21,1.17,-3.4913,VG,4Q,4,3
3.893,2.25,4.99,0.78,0.15,1.12,-3.046,VG,4Q,4,3
3.817,2.52,4.95,0.77,0.13,1.15,-3.1494,VG,4Q,4,3
1.463,1.46,3.91,0.37,0.01,1.07,-2.1519,VG,4Q,4,3
43.987,16.91,22.39,1.96,2.22,1.65,-4.1868,V,4Q,4,1
3.313,1.93,3.95,0.84,0.06,1.12,-2.7311,VG,4Q,4,3
3.416,3.66,7.05,0.48,0.17,1.16,-5.32830000000001,VG,4Q,4,3
9.165,5.94,10.54,0.87,0.52,1.22,-6.5246,VG,4Q,4,3
5.747,5.75,10.28,0.56,0.5,1.21,-6.3791,VG,4Q,4,3
8.23,6.34,10.42,0.79,0.45,1.25,-6.56160000000001,VG,4Q,4,3
8.597,7.33,11.43,0.75,0.39,1.29,-8.3445,VG,4Q,4,3
-1.429,4.31,5.56,-0.26,-0.31,1.22,-5.5711,VG,4Q,4,3
0.0969999999999995,4.1,5.56,0.02,-0.13,1.21,-5.4096,VG,4Q,4,3
6.876,4.15,6.91,1.0,0.29,1.18,-5.3003,VG,4Q,4,3
11.83,5.07,8.07,1.47,0.6,1.21,-4.987,VG,4Q,4,3
1.692,2.43,5.14,0.33,0.06,1.1,-4.215,VG,4Q,4,3
10.796,5.09,8.23,1.31,0.64,1.21,-5.3441,VG,4Q,4,3
5.186,3.84,6.33,0.82,0.33,1.17,-3.9022,VG,4Q,4,3
2.798,1.24,5.7,0.49,0.43,1.01,-5.51560000000001,VG,4Q,4,3
21.242,6.11,11.76,1.81,1.02,1.15,0.4662,VCG,4Q,4,1
51.464,15.16,22.95,2.24,2.52,1.36,-0.4971,V,4Q,4,1
66.228,15.68,23.09,2.87,2.37,1.41,-16.939,V,4Q,4,1
3.798,2.56,6.1,0.62,0.5,1.1,-0.4572,V,4Q,4,1
0.965,2.47,6.08,0.16,0.16,1.09,-0.220700000000001,V,4Q,4,1
-3.557,1.85,6.27,-0.57,-0.08,1.05,0.140799999999999,V,4Q,4,1
0.31,0.240000000000002,6.6,0.05,-0.05,0.94,2.2025,V,4Q,4,1
-0.944000000000001,0.32,5.92,-0.16,-0.05,0.97,1.1221,V,4Q,4,1
-4.432,1.05,5.64,-0.79,-0.36,1.01,0.345399999999998,V,4Q,4,1
-1.665,0.470000000000002,4.89,-0.34,-0.04,0.99,1.4214,V,4Q,4,1
1.732,3.22,5.58,0.31,-0.05,1.14,2.1354,V,4Q,4,1
2.822,9.04,10.76,0.26,-0.26,1.45,-1.7183,V,4Q,4,1
-3.687,9.47,10.84,-0.34,-0.54,1.49,-1.9253,V,4Q,4,1
-2.923,11.83,12.71,-0.23,-1.83,1.81,-7.2225,V,4Q,4,1
-13.015,10.51,11.55,-1.13,-1.91,1.8,-9.3559,V,4Q,4,1
56.924,14.51,21.91,2.6,2.24,1.37,-16.7237,V,4Q,4,1
-12.32,9.22,10.37,-1.19,-1.83,1.69,-2.5327,V,4Q,4,1
-18.759,13.85,15.76,-1.19,-1.34,1.62,-10.1733,V,4Q,4,1
-15.506,18.05,20.07,-0.77,-1.37,1.7,-12.1502,V,4Q,4,1
-17.381,16.57,18.83,-0.92,-1.69,1.65,-11.4183,V,4Q,4,1
-14.253,17.81,20.28,-0.7,-1.53,1.69,-12.0351,V,4Q,4,1
-7.683,18.42,20.86,-0.37,-1.35,1.7,-13.7874,V,4Q,4,1
-5.579,15.83,17.72,-0.31,-1.15,1.6,-11.7929,V,4Q,4,1
-19.131,13.78,16.61,-1.15,-2.07,1.49,-12.2175,V,4Q,4,1
-6.417,16.59,19.14,-0.34,-1.36,1.59,-13.2704,V,4Q,4,1
-14.334,13.32,16.74,-0.86,-1.42,1.42,-10.228,V,4Q,4,1
-3.042,19.41,22.55,-0.13,-1.22,1.63,-12.8411,V,4Q,4,1
12.33,23.46,27.1,0.45,-1.01,1.8,-12.0594,V,4Q,4,1
91.409,19.1,24.73,3.7,2.56,1.68,-14.5438,V,4Q,4,1
-19.118,9.99,12.29,-1.56,-0.99,1.53,-12.2857,V,4Q,4,1
6.019,5.6,7.38,0.82,0.3,1.37,-7.8724,G,4Q,4,2
5.072,3.33,5.68,0.89,0.11,1.24,-6.3004,G,4Q,4,2
1.92,3.6,5.61,0.34,-0.1,1.24,-7.1533,G,4Q,4,2
1.239,0.33,2.42,0.51,0.09,1.01,0.441099999999999,C,4Q,4,3
1.042,0.390000000000001,2.41,0.43,0.08,1.01,0.831299999999999,C,4Q,4,3
3.071,0.960000000000001,2.65,1.16,0.15,1.06,0.0228999999999999,C,4Q,4,3
1.067,0.630000000000003,2.95,0.36,0.08,1.02,0.831,C,4Q,4,1
1.086,0.880000000000003,2.45,0.44,0.14,1.04,0.504799999999999,C,4Q,4,1
2.912,0.300000000000001,2.27,1.28,0.2,1.01,1.6865,C,4Q,4,1
1.166,0.559999999999999,1.8,0.65,0.21,1.03,0.9946,C,4Q,4,1
-0.602,0.32,2.53,-0.24,0.06,1.01,0.272,C,4Q,4,1
-0.398999999999997,0.299999999999999,2.42,-0.16,0.05,1.01,0.6502,C,4Q,4,1
-1.328,-0.44,2.16,-0.61,0.07,0.95,0.8505,C,4Q,4,1
-3.129,-0.19,2.1,-1.49,-0.19,0.97,-0.120699999999999,C,4Q,4,1
-4.205,-0.26,1.66,-2.53,-0.15,0.98,-3.2291,C,4Q,4,1
-5.452,2.56,4.77,-1.14,-0.44,1.11,-4.4117,C,4Q,4,1
-6.788,2.89,4.42,-1.54,-0.74,1.11,-4.2152,C,4Q,4,1
-7.827,3.15,5.08,-1.54,-0.63,1.12,-4.7085,C,4Q,4,1
-7.367,3.35,5.13,-1.44,-0.73,1.13,-4.6668,C,4Q,4,1
-8.867,4.01,5.39,-1.65,-0.64,1.16,-4.3954,C,4Q,4,1
1.667,0.23,2.55,0.65,0.12,1.0,0.709299999999999,C,4Q,4,3
-8.036,3.45,5.32,-1.51,-0.98,1.13,-4.3179,C,4Q,4,1
1.358,0.0499999999999989,2.43,0.56,0.13,0.98,0.801499999999997,C,4Q,4,3
1.568,-0.370000000000001,2.51,0.62,0.2,0.95,1.3163,C,4Q,4,3
-0.0549999999999979,1.28,3.95,-0.01,-0.07,1.05,-3.78290000000001,C,4Q,4,3
0.669999999999998,0.890000000000001,3.7,0.18,0.04,1.03,-3.6109,C,4Q,4,3
-0.362,0.940000000000001,3.83,-0.09,-0.09,1.03,-4.1279,C,4Q,4,3
-0.447000000000001,0.32,4.26,-0.1,-0.07,0.99,-3.44430000000001,C,4Q,4,3
8.033,2.66,6.31,1.27,0.51,1.1,-4.4142,C,4Q,4,3
-1.985,0.190000000000001,4.39,-0.45,-0.12,0.98,-3.3707,C,4Q,4,3
-0.733000000000001,0.190000000000001,4.25,-0.17,-0.08,0.98,-3.3202,C,4Q,4,3
6.443,1.14,6.19,1.04,0.35,1.01,-3.96700000000001,C,4Q,4,3
4.461,1.12,5.51,0.81,0.26,1.02,-3.6313,C,4Q,4,3
-0.926,0.34,3.32,-0.28,0.02,1.0,-2.31180000000001,C,4Q,4,3
-0.808999999999999,0.389999999999997,3.2,-0.25,-0.1,1.01,-3.5165,C,4Q,4,3
-0.239000000000001,1.08,3.23,-0.07,0.01,1.05,-4.03420000000001,C,4Q,4,3
-0.185,0.629999999999999,3.21,-0.06,-0.07,1.02,-4.20930000000001,C,4Q,4,3
0.181,0.630000000000001,3.45,0.05,-0.03,1.02,-3.8237,C,4Q,4,3
-0.00600000000000023,-0.18,2.67,0.0,0.1,0.97,-3.6693,C,4Q,4,3
1.312,-0.0899999999999999,2.52,0.52,0.12,0.97,0.577299999999997,C,4Q,4,3
2.461,0.26,2.46,1.0,0.16,1.0,0.238699999999998,C,4Q,4,3
1.083,-0.0999999999999996,2.26,0.48,0.11,0.97,0.849299999999999,C,4Q,4,3
0.465999999999998,1.06,3.64,0.13,0.06,1.04,-3.4417,C,4Q,4,3
-6.795,2.17,4.99,-1.36,-0.68,1.07,-3.9588,C,4Q,4,1
-3.409,2.82,6.69,-0.51,-0.24,1.08,-3.7985,C,4Q,4,1
-0.596,1.74,4.27,-0.14,-0.19,1.07,-3.994,C,4Q,4,2
-1.837,1.71,4.39,-0.42,-0.21,1.07,-3.8415,C,4Q,4,2
-2.445,1.8,4.77,-0.51,-0.24,1.06,-4.4194,C,4Q,4,2
-3.046,0.93,4.44,-0.69,-0.28,1.02,-4.4759,C,4Q,4,2
-3.035,1.3,4.34,-0.7,-0.31,1.04,-4.2059,C,4Q,4,2
-3.78,0.84,4.05,-0.93,-0.43,1.02,-4.05220000000001,C,4Q,4,2
-5.137,1.75,3.61,-1.42,-0.3,1.07,-4.31780000000001,C,4Q,4,2
-1.444,1.38,3.35,-0.43,-0.21,1.06,-3.4347,C,4Q,4,2
-1.765,1.56,3.23,-0.55,-0.1,1.07,-3.4417,C,4Q,4,2
-2.133,1.78,3.2,-0.67,-0.23,1.08,-3.78290000000001,C,4Q,4,2
-1.843,1.44,3.09,-0.6,-0.17,1.07,-3.6109,C,4Q,4,2
-3.149,0.290000000000001,2.17,-1.45,-0.14,1.01,-4.1279,C,4Q,4,2
-0.301,0.0,2.49,-0.12,0.0,0.98,0.862599999999997,C,4Q,4,2
2.419,0.300000000000001,2.94,0.82,0.16,1.0,0.356499999999997,C,4Q,4,2
-0.569999999999999,-0.34,2.84,-0.2,0.02,0.96,0.910499999999999,C,4Q,4,2
0.553000000000001,-0.41,2.97,0.19,0.08,0.95,1.1725,C,4Q,4,2
3.687,-0.520000000000001,4.11,0.9,0.36,0.93,1.4469,C,4Q,4,2
0.144000000000002,1.25,3.84,0.04,-0.09,1.05,-3.2291,C,4Q,4,2
-6.347,0.990000000000002,6.25,-1.02,-0.58,1.01,-3.6366,C,4Q,4,1
-2.224,1.24,5.38,-0.41,-0.19,1.03,-4.4117,C,4Q,4,2
-2.433,1.76,5.41,-0.45,-0.14,1.06,-4.7085,C,4Q,4,2
-5.995,1.96,6.68,-0.9,-0.46,1.04,-4.1319,C,4Q,4,1
-0.41,2.26,6.76,-0.06,-0.32,1.06,-4.1417,C,4Q,4,1
8.60000000000001,-1.45,5.76,1.49,0.86,0.87,-1.2643,C,4Q,4,1
9.16,-0.280000000000001,5.89,1.56,1.04,0.9,-1.1296,C,4Q,4,1
6.635,-1.07,6.41,1.04,0.83,0.84,-1.4427,C,4Q,4,1
5.33,-1.43,5.81,0.92,1.11,0.84,2.7522,C,4Q,4,1
3.209,-0.449999999999999,6.96,0.46,0.76,0.86,2.5903,C,4Q,4,1
7.487,0.299999999999999,6.06,1.24,0.77,0.93,2.7093,C,4Q,4,1
5.851,1.39,5.76,1.02,0.38,1.01,1.012,C,4Q,4,1
-0.798999999999999,2.19,5.49,-0.15,-0.21,1.09,-0.4571,C,4Q,4,1
-4.445,1.17,5.61,-0.79,-0.21,0.98,-0.1284,C,4Q,4,1
0.372,0.75,1.96,0.19,0.03,1.08,-0.234900000000001,C,4Q,4,1
-4.869,0.989999999999998,5.43,-0.9,-0.32,1.01,-3.6366,C,4Q,4,2
-2.074,1.71,4.37,-0.47,-0.21,1.07,-3.9588,C,4Q,4,2
-1.381,2.36,5.04,-0.27,-0.28,1.1,-4.3179,C,4Q,4,2
-0.613000000000003,2.43,5.54,-0.11,-0.2,1.09,-4.3954,C,4Q,4,2
-2.596,1.89,5.72,-0.45,-0.23,1.06,-4.6668,C,4Q,4,2
-1.043,1.78,5.05,-0.21,-0.23,1.06,-4.2152,C,4Q,4,2
3.975,-0.550000000000001,3.45,1.15,0.43,0.94,1.2921,C,4Q,4,2
-0.764999999999999,0.810000000000002,4.31,-0.18,-0.06,1.02,-3.4347,C,4Q,4,3
-1.4,0.75,4.49,-0.31,-0.12,1.01,-4.05220000000001,C,4Q,4,3
-0.464,1.42,2.64,-0.18,-0.06,1.07,-0.0550000000000033,C,4Q,4,1
1.006,0.66,2.95,0.34,0.08,1.02,0.866399999999999,C,4Q,4,1
-0.140999999999998,1.89,5.7,-0.02,0.14,0.93,-2.6413,G,4Q,4,1
3.911,2.43,4.26,0.92,-0.02,1.24,-1.7709,G,4Q,4,1
7.444,2.61,4.58,1.63,0.25,1.24,-1.9767,G,4Q,4,1
8.732,2.74,5.12,1.71,0.49,1.19,-2.4612,G,4Q,4,1
17.295,1.11,4.2,4.12,1.29,0.81,-0.3936,G,4Q,4,1
10.138,0.91,3.93,2.58,1.05,0.73,0.1146,G,4Q,4,1
7.693,2.02,4.13,1.86,0.39,1.1,-1.9613,G,4Q,4,1
5.584,1.91,4.13,1.35,0.24,1.06,-2.1804,G,4Q,4,1
13.553,2.85,4.33,3.13,0.28,1.34,-0.577500000000001,G,4Q,4,1
15.257,1.39,4.23,3.61,0.97,1.05,-0.175800000000001,G,4Q,4,1
12.49,1.66,5.45,2.29,1.1,1.02,0.0472000000000001,G,4Q,4,1
15.961,2.15,5.96,2.68,0.91,1.05,0.1853,G,4Q,4,1
9.382,1.96,4.9,1.91,0.77,1.09,-0.236000000000001,G,4Q,4,1
11.045,1.83,4.85,2.28,0.83,1.08,-0.0671999999999997,G,4Q,4,1
8.389,1.88,4.69,1.79,0.32,1.1,-0.443200000000001,G,4Q,4,1
-1.036,0.970000000000002,2.87,-0.36,-0.03,1.05,0.613399999999999,C,4Q,4,1
5.775,2.37,4.92,1.17,0.25,1.15,-0.677200000000001,G,4Q,4,1
-1.983,0.620000000000001,2.61,-0.76,-0.1,1.03,0.6311,C,4Q,4,1
1.77,0.19,2.61,0.68,0.03,1.0,0.356499999999997,C,4Q,4,1
0.932,0.93,2.09,0.45,-0.05,1.11,-0.0530999999999997,C,4Q,4,1
2.08,1.01,2.12,0.98,-0.09,1.12,-0.0518000000000005,C,4Q,4,1
2.309,1.19,2.25,1.03,-0.15,1.18,-0.2318,C,4Q,4,1
1.741,0.53,1.52,1.15,0.0,1.07,-0.0928999999999998,C,4Q,4,1
1.891,0.25,1.28,1.48,0.21,1.01,0.5231,C,4Q,4,1
2.076,0.61,2.25,0.92,0.19,1.01,0.5132,C,4Q,4,1
0.277999999999999,-0.54,2.21,0.13,0.34,0.83,0.4575,C,4Q,4,1
2.454,-0.28,2.13,1.15,0.12,0.93,0.5222,C,4Q,4,1
1.424,-1.03,3.38,0.42,0.3,0.82,0.626199999999999,C,4Q,4,1
0.613,-1.01,3.26,0.19,0.22,0.83,0.6021,C,4Q,4,1
1.36,-1.12,2.6,0.52,0.26,0.84,0.650699999999999,C,4Q,4,1
0.913,-1.05,2.67,0.34,0.23,0.85,0.594099999999999,C,4Q,4,1
0.849999999999998,-1.19,3.2,0.27,0.3,0.82,0.750499999999999,C,4Q,4,1
1.073,-1.91,3.61,0.3,0.43,0.75,0.775599999999999,C,4Q,4,1
-1.994,-2.24,3.74,-0.53,0.2,0.71,-0.120000000000001,C,4Q,4,1
-0.147,-1.31,2.91,-0.05,-0.19,0.87,-0.4505,C,4Q,4,1
-0.939,-0.75,3.43,-0.27,-0.06,0.9,0.910499999999999,C,4Q,4,1
1.817,0.109999999999999,2.75,0.66,0.06,0.99,0.862599999999997,C,4Q,4,1
-1.701,1.17,4.48,-0.38,-0.14,1.04,-4.31780000000001,C,4Q,4,3
-0.626,2.31,4.83,-0.13,0.4,1.14,-4.8667,G,4Q,4,1
5.089,3.81,7.38,0.69,0.46,1.18,-2.945,G,4Q,4,1
12.963,2.57,7.54,1.72,0.77,1.06,-3.1681,G,4Q,4,1
15.673,2.87,7.41,2.12,1.13,1.08,-3.1829,G,4Q,4,1
18.347,4.55,7.4,2.48,1.14,1.14,-4.4846,G,4Q,4,1
26.505,3.0,6.84,3.88,1.66,1.09,-1.3184,G,4Q,4,1
8.951,1.27,5.98,1.5,0.87,1.02,-2.3958,G,4Q,4,1
5.105,0.68,7.33,0.7,0.7,0.96,-1.7019,G,4Q,4,1
-0.881999999999998,-0.0400000000000009,7.79,-0.11,0.49,0.86,-1.3457,G,4Q,4,1
6.891,-0.0899999999999999,5.61,1.23,0.57,0.92,-1.2917,G,4Q,4,1
8.672,-0.859999999999999,5.83,1.49,0.56,0.87,-0.9138,G,4Q,4,1
4.855,-2.42,7.31,0.66,0.8,0.73,-1.4763,G,4Q,4,1
22.786,-0.83,5.38,4.24,1.56,0.87,0.7331,G,4Q,4,1
10.711,-0.860000000000001,5.43,1.97,1.23,0.83,-2.2662,G,4Q,4,1
12.162,0.42,6.12,1.99,1.0,0.93,-4.3823,G,4Q,4,1
13.778,0.379999999999999,6.32,2.18,1.14,0.87,-4.5891,G,4Q,4,1
7.621,5.87,7.6,1.0,0.28,1.39,-7.6738,G,4Q,4,2
-2.035,1.11,4.19,-0.49,-0.14,1.04,-4.4759,C,4Q,4,3
-0.518000000000001,1.29,4.17,-0.12,-0.08,1.05,-4.2059,C,4Q,4,3
-1.867,0.260000000000002,8.33,-0.22,-0.39,0.95,-1.2433,G,4Q,4,1
1.468,4.12,7.47,0.2,0.14,1.21,-4.2374,G,4Q,4,1
-6.595,0.0300000000000011,7.96,-0.83,-0.09,0.94,-0.807900000000004,G,4Q,4,1
5.936,0.989999999999998,7.61,0.78,0.69,0.99,-0.289300000000004,G,4Q,4,1
5.124,2.74,6.31,0.81,0.48,1.11,-2.6392,G,4Q,4,1
7.663,4.9,8.33,0.92,0.4,1.21,-3.6778,G,4Q,4,1
5.05,5.93,8.79,0.57,0.39,1.28,-4.1707,G,4Q,4,1
3.398,5.4,8.6,0.4,0.08,1.24,-4.3213,G,4Q,4,1
-1.009,4.31,7.29,-0.14,-0.17,1.19,-4.1688,G,4Q,4,1
-2.272,5.16,8.01,-0.28,-0.29,1.22,-5.9776,G,4Q,4,1
1.925,4.67,7.29,0.26,0.21,1.2,-5.0748,G,4Q,4,1
3.115,4.88,6.81,0.46,0.15,1.22,-5.0468,G,4Q,4,1
-0.371,3.91,6.13,-0.06,0.26,1.17,-4.1572,G,4Q,4,1
5.011,-0.32,6.36,0.79,0.38,0.92,-1.1084,G,4Q,4,1
2.535,-0.0899999999999999,6.21,0.41,0.06,0.93,-0.988,G,4Q,4,1
5.296,-1.38,7.44,0.71,0.87,0.75,1.5498,G,4Q,4,1
6.012,-2.78,7.72,0.78,0.78,0.59,1.9509,G,4Q,4,1
6.494,-3.43,7.24,0.9,0.78,0.57,0.808400000000001,G,4Q,4,1
1.943,-4.63,8.1,0.24,0.53,0.62,-2.7597,G,4Q,4,1
10.427,-0.579999999999998,6.77,1.54,0.53,0.92,-0.745400000000004,G,4Q,4,1
8.502,-1.38,7.81,1.09,0.39,0.89,-0.136200000000002,G,4Q,4,1
7.897,0.490000000000002,8.61,0.92,0.52,0.95,-0.193100000000001,G,4Q,4,1
2.585,-0.440000000000001,3.09,0.84,0.21,0.95,1.5644,C,4Q,4,2
3.162,1.1,2.2,1.44,0.03,1.13,-0.0835999999999997,C,4Q,4,1
2.458,-0.18,2.55,0.96,0.19,0.97,0.890199999999997,C,4Q,4,2
-0.877,2.62,5.17,-0.17,-0.18,1.11,-4.3035,VG,4Q,4,2
-0.88,3.11,5.81,-0.15,-0.16,1.13,-4.5665,VG,4Q,4,2
-0.711,1.02,4.23,-0.17,0.14,1.03,-3.9022,VG,4Q,4,2
4.749,1.58,4.76,1.0,0.17,1.06,-1.714,VG,4Q,4,2
0.638000000000001,1.06,3.98,0.16,0.02,1.04,-0.977500000000003,VG,4Q,4,2
2.463,2.14,5.05,0.49,0.12,1.1,-2.3864,VG,4Q,4,2
0.654999999999999,2.36,4.6,0.14,-0.1,1.12,-3.1819,VG,4Q,4,2
-0.709,2.79,4.28,-0.17,-0.14,1.16,-3.186,VG,4Q,4,2
-4.017,3.66,5.64,-0.71,-0.3,1.16,-5.1073,VG,4Q,4,2
-1.536,2.75,4.17,-0.37,-0.23,1.16,-3.1845,VG,4Q,4,2
4.529,2.88,5.44,0.83,0.24,1.15,-3.1153,VG,4Q,4,2
